from,to,capacity,length,fft,alpha,beta
2958,2973,1150,0.116,0.002188679,1.6,2.25
2959,2954,1350,0.504,0.01008,1.1,2.23
2959,2965,1350,0.486,0.00972,1.1,2.23
2959,10926,850,0.621,0.013212766,1.47,2.23
2960,2879,1500,0.539,0.010169811,0.35,2.24
2960,3020,1500,0.415,0.007830189,0.35,2.24
2960,10094,1150,0.685,0.012924528,1.6,2.25
2961,2964,850,0.044,0.00093617,1.47,2.23
2962,2933,2500,0.206,0.003491525,1,2.03
2962,3019,1700,0.972,0.020680851,1,1.7
2962,3027,2500,0.659,0.011169492,1,2.03
2963,3024,1150,0.533,0.010056604,1.6,2.25
2963,10867,1150,0.234,0.004415094,1.6,2.25
2963,10868,1150,0.538,0.010150943,1.6,2.25
2964,2961,850,0.044,0.00093617,1.47,2.23
2964,2974,850,0.135,0.00287234,1.47,2.23
2965,2928,1150,0.279,0.005264151,1.6,2.25
2965,2959,1350,0.486,0.00972,1.1,2.23
2965,9846,850,0.35,0.007446809,1.47,2.23
2965,10967,1350,0.241,0.00482,1.1,2.23
2966,10590,3600,0.058,0.001,1,2.37
2966,10594,4500,0.026,0.000448276,0.15,4
2967,2993,1150,0.231,0.004358491,1.6,2.25
2967,10134,1150,0.301,0.005679245,1.6,2.25
2968,2973,1150,0.146,0.002754717,1.6,2.25
2968,2989,1150,0.3,0.005660377,1.6,2.25
2969,2886,1150,0.552,0.01104,1.6,2.25
2969,2972,1150,0.031,0.000584906,1.6,2.25
2969,2978,1150,0.348,0.00696,1.6,2.25
2970,2613,2500,3.637,0.061644068,1,2.03
2970,2981,1700,3.422,0.072808511,1,1.7
2970,3004,2500,0.558,0.01116,1,2.03
2971,2957,99999,0.145,0.001611111,0.25,1.66
2972,576,999999,0.278,0.002808081,1,3
2972,2969,1150,0.031,0.000584906,1.6,2.25
2972,10153,1150,0.435,0.0087,1.6,2.25
2972,10374,1150,0.543,0.01086,1.6,2.25
2973,2958,1150,0.116,0.002188679,1.6,2.25
2973,2968,1150,0.146,0.002754717,1.6,2.25
2973,2994,1150,0.156,0.002943396,1.6,2.25
2974,2951,1800,0.22,0.004150943,1,2.36
2974,10955,3600,0.079,0.001490566,1,2.37
2975,2957,99999,0.123,0.001366667,0.25,1.66
2975,3017,99999,0.263,0.002922222,0.25,1.66
2975,3052,99999,0.473,0.005255556,0.25,1.66
2976,2949,1350,0.633,0.01266,1.1,2.23
2976,2995,1350,0.581,0.01162,1.1,2.23
2976,14567,1350,0.997815705,0.019956314,1.1,2.23
2977,353,999999,0.052,0.000525253,1,3
2977,2941,1550,0.269,0.005075472,0.75,1.91
2977,2979,1150,0.599,0.011301887,1.6,2.25
2977,2983,1150,0.216,0.004075472,1.6,2.25
2977,3005,1550,0.197,0.003716981,0.75,1.91
2978,2897,1350,0.623,0.01246,1.1,2.23
2978,2969,1150,0.348,0.00696,1.6,2.25
2978,10133,1350,0.131,0.00262,1.1,2.23
2979,2977,1150,0.599,0.011301887,1.6,2.25
2979,2987,1150,0.472,0.00890566,1.6,2.25
2979,10512,1150,0.235,0.004433962,1.6,2.25
2980,2925,1200,0.466,0.009510204,0.45,2.07
2980,2990,1150,0.501,0.00945283,1.6,2.25
2980,3034,1200,0.424,0.008653061,0.45,2.07
2980,9845,1350,0.348,0.00696,1.1,2.23
2981,2554,1700,3.254,0.069234043,1,1.7
2981,2763,1700,7.488,0.159319149,1,1.7
2981,2970,1700,3.422,0.072808511,1,1.7
2981,4580,1700,15.872,0.337702128,1,1.7
2982,10125,1350,0.423,0.00846,1.1,2.23
2982,10134,2400,0.02,0.000408163,0.15,4
2983,2941,1150,0.349,0.006584906,1.6,2.25
2983,2977,1150,0.216,0.004075472,1.6,2.25
2983,2985,1150,0.047,0.000886792,1.6,2.25
2984,2919,850,0.513,0.010914894,1.47,2.23
2984,10801,1150,0.27,0.00509434,1.6,2.25
2984,10869,1150,0.106,0.002,1.6,2.25
2985,2983,1150,0.047,0.000886792,1.6,2.25
2985,2989,1150,0.04,0.000754717,1.6,2.25
2985,3011,1150,0.169,0.003188679,1.6,2.25
2986,2991,2100,0.497,0.010142857,0.75,2.48
2986,10945,1800,0.054,0.001018868,0.75,1.91
2986,10955,1800,0.275,0.005188679,1,2.37
2987,2926,1150,0.275,0.005188679,1.6,2.25
2987,2979,1150,0.472,0.00890566,1.6,2.25
2987,3044,1150,0.522,0.009849057,1.6,2.25
2988,3010,850,0.534,0.010075472,1.47,2.23
2988,3028,3600,0.262,0.004517241,1,2.37
2988,10098,1150,0.055,0.001037736,1.6,2.25
2988,12481,3600,0.372,0.006413793,1,2.37
2989,2968,1150,0.3,0.005660377,1.6,2.25
2989,2985,1150,0.04,0.000754717,1.6,2.25
2989,3013,1150,0.182,0.003433962,1.6,2.25
2990,2925,850,0.49,0.010425532,1.47,2.23
2990,2980,1150,0.501,0.00945283,1.6,2.25
2990,3033,1150,0.226,0.004264151,1.6,2.25
2991,2986,2100,0.497,0.010142857,0.75,2.48
2991,3002,2100,0.225,0.004591837,0.75,2.48
2991,10942,2100,0.15,0.003061224,1.58,2.65
2992,2955,1800,0.242,0.004566038,1,2.36
2992,3022,1150,0.311,0.005867925,1.6,2.25
2992,10803,1800,0.396,0.007471698,1,2.36
2993,577,999999,0.056,0.000565657,1,3
2993,2945,1150,0.323,0.00609434,1.6,2.25
2993,2967,1150,0.231,0.004358491,1.6,2.25
2993,3040,1150,0.3,0.005660377,1.6,2.25
2993,10382,1150,0.41,0.007735849,1.6,2.25
2994,2973,1150,0.156,0.002943396,1.6,2.25
2994,2996,1150,0.121,0.002283019,1.6,2.25
2994,3018,1150,0.172,0.003245283,1.6,2.25
2995,810,999999,1.594,0.01610101,1,3
2995,2949,1500,0.348,0.006566038,0.35,2.24
2995,2976,1350,0.581,0.01162,1.1,2.23
2995,3209,1700,6.004,0.127744681,1,1.7
2995,14564,1500,1.643011085,0.031000209,0.35,2.24
2996,2934,850,0.417,0.00887234,1.47,2.23
2996,2994,1150,0.121,0.002283019,1.6,2.25
2996,3018,1150,0.166,0.003132075,1.6,2.25
2997,2419,99999,6.363,0.0909,0.15,4
2997,2859,99999,0.914,0.013057143,0.15,4
2997,3006,99999,0.187,0.002671429,0.15,4
2997,3100,99999,0.965,0.013785714,0.15,4
2998,2846,3600,1.472,0.019891892,0.5,1.69
2998,3186,3600,1.513,0.020445946,0.5,1.69
2998,12465,1700,1.206,0.025659574,1,1.7
2999,3031,3600,0.273,0.004706897,1,2.37
2999,3065,1150,0.792,0.014943396,1.6,2.25
2999,10033,3600,0.276,0.004758621,1,2.37
3000,3037,1350,0.275,0.005188679,1.25,1.25
3000,10930,1350,0.186,0.003509434,1.25,1.25
3001,10001,1150,1.174,0.022150943,1.6,2.25
3001,10928,1900,0.017,0.000346939,0.15,4
3002,2991,2100,0.225,0.004591837,0.75,2.48
3002,3021,2100,0.166,0.003387755,0.75,2.48
3002,3084,1150,0.672,0.012679245,1.6,2.25
3003,3020,850,0.309,0.006574468,1.47,2.23
3003,10096,1150,0.744,0.014037736,1.6,2.25
3003,10433,850,0.346,0.007361702,1.47,2.23
3004,884,999999,0.725,0.007323232,1,3
3004,2768,1700,4.598,0.097829787,1,1.7
3004,2970,2500,0.558,0.01116,1,2.03
3004,3310,2500,3.57,0.0714,1,2.03
3005,2977,1550,0.197,0.003716981,0.75,1.91
3005,3011,1100,0.267,0.0055625,1,2.04
3005,10512,1550,0.261,0.004924528,0.75,1.91
3006,2997,99999,0.187,0.002671429,0.15,4
3006,3009,99999,0.034,0.000485714,0.15,4
3006,3030,99999,0.166,0.002371429,0.15,4
3007,10861,3600,0.011,0.000189655,0.15,4
3008,2906,1150,0.26,0.00490566,1.6,2.25
3008,10929,1150,0.521,0.009830189,1.6,2.25
3008,10931,1150,0.747,0.01409434,1.6,2.25
3009,2920,99999,0.579,0.008271429,0.15,4
3009,3006,99999,0.034,0.000485714,0.15,4
3009,3026,99999,0.379,0.005414286,0.15,4
3010,2988,850,0.534,0.010075472,1.47,2.23
3010,10093,850,0.378,0.008042553,1.47,2.23
3010,10097,1150,0.04,0.000754717,1.6,2.25
3011,2985,1150,0.169,0.003188679,1.6,2.25
3011,3005,1100,0.267,0.0055625,1,2.04
3011,3015,1100,0.198,0.004125,1,2.04
3012,3041,1800,0.453,0.00854717,1,2.36
3012,3080,1800,1.338,0.025245283,1,2.36
3012,9593,1800,0.418,0.007886792,1,2.36
3012,9644,1500,0.217,0.00409434,0.35,2.24
3013,2989,1150,0.182,0.003433962,1.6,2.25
3013,3015,1100,0.013,0.000270833,1,2.04
3013,3023,1150,0.445,0.008396226,1.6,2.25
3014,3052,99999,0.239,0.002655556,0.25,1.66
3015,3011,1100,0.198,0.004125,1,2.04
3015,3013,1100,0.013,0.000270833,1,2.04
3015,9643,1350,0.045,0.0009,1.1,2.23
3016,2765,1350,2.209,0.04418,1.1,2.23
3016,2915,1500,0.925,0.01745283,0.35,2.24
3016,3099,1350,0.604,0.01208,1.1,2.23
3016,3189,2500,1.625,0.027542373,1,2.03
3017,2975,99999,0.263,0.002922222,0.25,1.66
3018,2994,1150,0.172,0.003245283,1.6,2.25
3018,2996,1150,0.166,0.003132075,1.6,2.25
3018,3023,1150,0.038,0.000716981,1.6,2.25
3019,2962,1700,0.972,0.020680851,1,1.7
3019,3063,1700,1.346,0.028638298,1,1.7
3019,3176,1700,1.462,0.031106383,1,1.7
3020,567,999999,0.17,0.001717172,1,3
3020,2960,1500,0.415,0.007830189,0.35,2.24
3020,3003,850,0.309,0.006574468,1.47,2.23
3020,3032,1500,0.078,0.001471698,0.35,2.24
3021,356,999999,0.485,0.00489899,1,3
3021,3002,2100,0.166,0.003387755,0.75,2.48
3021,3084,1150,0.475,0.008962264,1.6,2.25
3021,10939,2100,0.089,0.001816327,0.75,2.48
3022,2992,1150,0.311,0.005867925,1.6,2.25
3022,10869,1150,0.728,0.013735849,1.6,2.25
3022,10870,1150,0.285,0.005377358,1.6,2.25
3023,3013,1150,0.445,0.008396226,1.6,2.25
3023,3018,1150,0.038,0.000716981,1.6,2.25
3023,10976,1150,0.318,0.006,1.6,2.25
3024,309,999999,0.53,0.005353535,1,3
3024,2963,1150,0.533,0.010056604,1.6,2.25
3024,3049,850,0.066,0.001404255,1.47,2.23
3024,3057,850,0.984,0.02093617,1.47,2.23
3025,10508,1100,0.101,0.002104167,1,2.04
3025,10512,1550,0.268,0.005056604,0.75,1.91
3026,3009,99999,0.379,0.005414286,0.15,4
3026,3029,99999,0.987,0.0141,0.15,4
3026,3077,99999,0.465,0.006642857,0.15,4
3027,857,999999,1.687,0.017040404,1,3
3027,2854,1700,1.545,0.03287234,1,1.7
3027,2962,2500,0.659,0.011169492,1,2.03
3027,3972,2500,9.408,0.159457627,1,2.03
3028,2988,3650,0.262,0.00524,0.75,2.42
3028,3066,3600,0.214,0.003689655,1,2.37
3028,10390,1150,0.256,0.004830189,1.6,2.25
3029,3026,99999,0.987,0.0141,0.15,4
3029,3036,99999,0.06,0.000857143,0.15,4
3029,3050,99999,0.162,0.002314286,0.15,4
3030,3006,99999,0.166,0.002371429,0.15,4
3030,3077,99999,0.636,0.009085714,0.15,4
3030,3100,99999,0.526,0.007514286,0.15,4
3031,2999,3600,0.273,0.004706897,1,2.37
3031,10043,3600,0.219,0.003775862,1,2.37
3031,10485,1150,0.029,0.00054717,1.6,2.25
3032,3020,1500,0.078,0.001471698,0.35,2.24
3032,3053,1200,0.108,0.002204082,0.45,2.07
3032,3079,1150,0.369,0.00738,1.6,2.25
3033,2990,1150,0.226,0.004264151,1.6,2.25
3033,3047,1150,0.245,0.004622642,1.6,2.25
3033,9862,1150,0.236,0.00445283,1.6,2.25
3034,2980,1200,0.424,0.008653061,0.45,2.07
3034,3072,1500,0.304,0.005735849,0.35,2.24
3034,3095,1150,0.521,0.009830189,1.6,2.25
3035,3059,99999,0.161,0.001788889,0.25,1.66
3036,3029,99999,0.06,0.000857143,0.15,4
3036,3050,99999,0.103,0.001471429,0.15,4
3036,3054,99999,0.105,0.0015,0.15,4
3037,357,999999,0.299,0.003020202,1,3
3037,3000,1350,0.275,0.005188679,1.25,1.25
3037,3045,1350,0.246,0.004641509,1.25,1.25
3037,10932,1150,1.123,0.021188679,1.6,2.25
3038,3074,850,0.397,0.008446809,1.47,2.23
3038,3082,1800,0.25,0.004716981,1,2.36
3038,10803,1800,0.048,0.00090566,1,2.36
3039,2954,1800,0.833,0.015716981,1,2.36
3039,3061,850,0.208,0.004425532,1.47,2.23
3039,9846,850,0.225,0.004787234,1.47,2.23
3039,10969,1500,0.276,0.005207547,0.35,2.24
3040,2993,1150,0.3,0.005660377,1.6,2.25
3040,10100,3600,0.062,0.001068966,1,2.37
3040,10116,1800,0.116,0.002188679,1,2.36
3041,3012,1800,0.453,0.00854717,1,2.36
3041,9594,1550,0.231,0.004358491,0.75,1.91
3041,10956,1500,0.145,0.002735849,0.35,2.24
3042,3066,1150,0.242,0.004566038,1.6,2.25
3042,10505,1150,0.387,0.007301887,1.6,2.25
3042,10507,1150,0.189,0.003566038,1.6,2.25
3043,2927,3600,1.009,0.017396552,1,2.37
3043,10944,3600,0.979,0.01687931,1,2.37
3043,10956,1500,0.152,0.002867925,0.35,2.24
3043,10957,3600,0.137,0.002362069,1,2.37
3044,2987,1150,0.522,0.009849057,1.6,2.25
3044,3065,1100,0.164,0.003416667,1,2.04
3044,10508,1100,0.39,0.008125,1,2.04
3045,3037,1350,0.246,0.004641509,1.25,1.25
3045,3048,2100,0.065,0.001326531,0.75,2.48
3045,10933,1350,0.773,0.01546,1.1,2.23
3046,10947,4500,0.025,0.000431034,0.15,4
3047,3033,1150,0.245,0.004622642,1.6,2.25
3047,3051,1150,0.123,0.002320755,1.6,2.25
3047,14514,1150,0.275561905,0.005199281,1.6,2.25
3048,3045,2100,0.065,0.001326531,0.75,2.48
3048,10931,850,0.466,0.009914894,1.47,2.23
3048,10937,1150,0.745,0.014056604,1.6,2.25
3048,10938,2100,0.151,0.003081633,0.75,2.48
3049,3024,850,0.066,0.001404255,1.47,2.23
3049,3055,850,0.221,0.004702128,1.47,2.23
3049,3069,1150,0.271,0.005113208,1.6,2.25
3050,3029,99999,0.162,0.002314286,0.15,4
3050,3036,99999,0.103,0.001471429,0.15,4
3050,3064,99999,0.102,0.001457143,0.15,4
3050,3067,99999,0.235,0.003357143,0.15,4
3051,3047,1150,0.123,0.002320755,1.6,2.25
3051,3091,1150,0.292,0.005509434,1.6,2.25
3051,14514,1150,0.088460318,0.001769206,1.6,2.25
3052,2975,99999,0.473,0.005255556,0.25,1.66
3052,3014,99999,0.239,0.002655556,0.25,1.66
3052,3059,99999,0.045,0.0005,0.25,1.66
3053,3032,1200,0.108,0.002204082,0.45,2.07
3053,10453,1200,0.057,0.001163265,0.45,2.07
3053,14513,1150,0.136632527,0.002577972,1.6,2.25
3054,3036,99999,0.105,0.0015,0.15,4
3054,3064,99999,0.139,0.001985714,0.15,4
3054,3081,99999,0.265,0.003785714,0.15,4
3055,308,999999,0.062,0.000626263,1,3
3055,3049,850,0.221,0.004702128,1.47,2.23
3055,3062,850,0.103,0.002191489,1.47,2.23
3056,10116,1800,0.388,0.007320755,1,2.36
3056,10129,2900,0.042,0.000857143,0.8,2.22
3057,3024,850,0.984,0.02093617,1.47,2.23
3057,3073,850,0.234,0.004978723,1.47,2.23
3057,3074,850,0.115,0.002446809,1.47,2.23
3058,2942,1150,0.876,0.016528302,1.6,2.25
3058,3061,850,0.193,0.004106383,1.47,2.23
3058,3087,850,0.195,0.004148936,1.47,2.23
3058,10001,1150,0.128,0.002415094,1.6,2.25
3059,3035,99999,0.161,0.001788889,0.25,1.66
3059,3052,99999,0.045,0.0005,0.25,1.66
3059,3309,99999,2.597,0.028855556,0.25,1.66
3060,3118,3200,1.142,0.014275,1.12,2.13
3060,12002,5700,0.571,0.005190909,0.15,4
3060,12003,3600,0.387,0.003518182,0.25,1.73
3061,321,999999,0.206161077,0.002082435,1,3
3061,3039,850,0.208,0.004425532,1.47,2.23
3061,3058,850,0.193,0.004106383,1.47,2.23
3061,3087,850,0.224,0.004765957,1.47,2.23
3062,3055,850,0.103,0.002191489,1.47,2.23
3062,3096,1550,0.357,0.006735849,0.75,1.91
3062,10859,1550,0.404,0.007622642,0.75,1.91
3063,2596,2500,4.498,0.076237288,1,2.03
3063,3019,1700,1.346,0.028638298,1,1.7
3063,3068,2500,0.032,0.000542373,1,2.03
3064,3050,99999,0.102,0.001457143,0.15,4
3064,3054,99999,0.139,0.001985714,0.15,4
3064,3067,99999,0.317,0.004528571,0.15,4
3064,3081,99999,0.424,0.006057143,0.15,4
3065,2999,1150,0.792,0.014943396,1.6,2.25
3065,3044,1100,0.164,0.003416667,1,2.04
3065,3078,1100,0.117,0.0024375,1,2.04
3066,3028,3600,0.214,0.003689655,1,2.37
3066,3042,1150,0.242,0.004566038,1.6,2.25
3066,11317,3600,0.28,0.004827586,1,2.37
3067,3050,99999,0.235,0.003357143,0.15,4
3067,3064,99999,0.317,0.004528571,0.15,4
3067,3071,99999,0.175,0.0025,0.15,4
3068,2917,1700,7.099,0.151042553,1,1.7
3068,3063,2500,0.032,0.000542373,1,2.03
3068,3176,2500,1.276,0.021627119,1,2.03
3069,3049,1150,0.271,0.005113208,1.6,2.25
3069,10804,1150,0.358,0.006754717,1.6,2.25
3070,3086,1150,0.907,0.017113208,1.6,2.25
3070,3088,850,0.089,0.001893617,1.47,2.23
3070,9861,850,0.356,0.007574468,1.47,2.23
3071,3067,99999,0.175,0.0025,0.15,4
3072,3034,1500,0.304,0.005735849,0.35,2.24
3072,9365,1500,0.17,0.003207547,0.35,2.24
3072,9846,1150,0.828,0.015622642,1.6,2.25
3073,3057,850,0.234,0.004978723,1.47,2.23
3073,10804,1150,0.39,0.007358491,1.6,2.25
3073,10805,850,0.227,0.004829787,1.47,2.23
3074,3038,850,0.397,0.008446809,1.47,2.23
3074,3057,850,0.115,0.002446809,1.47,2.23
3074,3082,1150,0.513,0.009679245,1.6,2.25
3075,3213,1700,1.54,0.032765957,1,1.7
3076,3086,1150,0.543,0.010245283,1.6,2.25
3076,3167,850,0.555,0.011808511,1.47,2.23
3076,10870,1150,0.311,0.005867925,1.6,2.25
3077,3026,99999,0.465,0.006642857,0.15,4
3077,3030,99999,0.636,0.009085714,0.15,4
3077,3081,99999,0.349,0.004985714,0.15,4
3078,3065,1100,0.117,0.0024375,1,2.04
3078,3085,1150,0.186,0.003509434,1.6,2.25
3078,3103,1100,0.224,0.004666667,1,2.04
3079,3032,1150,0.369,0.00738,1.6,2.25
3079,3089,1350,0.068,0.00136,1.1,2.23
3079,3093,1150,0.214,0.004037736,1.6,2.25
3080,3012,1800,1.338,0.025245283,1,2.36
3080,3138,1800,0.59,0.011132075,1,2.36
3080,10976,1350,0.079,0.00158,1.1,2.23
3081,3054,99999,0.265,0.003785714,0.15,4
3081,3064,99999,0.424,0.006057143,0.15,4
3081,3077,99999,0.349,0.004985714,0.15,4
3082,3038,1800,0.25,0.004716981,1,2.36
3082,3074,1150,0.513,0.009679245,1.6,2.25
3082,10806,1800,0.497,0.009377358,1,2.36
3083,3118,3200,0.587,0.0073375,1.12,2.13
3083,12001,5700,0.294,0.002672727,0.15,4
3083,12003,3600,0.756,0.006872727,0.25,1.73
3084,3002,1150,0.672,0.012679245,1.6,2.25
3084,3094,1150,0.13,0.00245283,1.6,2.25
3084,10941,1150,0.464,0.008754717,1.6,2.25
3085,3078,1150,0.186,0.003509434,1.6,2.25
3085,3090,1150,0.092,0.001735849,1.6,2.25
3085,3103,1150,0.345,0.006509434,1.6,2.25
3086,3070,1150,0.907,0.017113208,1.6,2.25
3086,3076,1150,0.543,0.010245283,1.6,2.25
3086,9859,1150,0.113,0.002132075,1.6,2.25
3087,3058,850,0.195,0.004148936,1.47,2.23
3087,3061,850,0.224,0.004765957,1.47,2.23
3087,9872,1150,0.223,0.004207547,1.6,2.25
3088,3070,850,0.089,0.001893617,1.47,2.23
3088,3111,1150,0.43,0.008113208,1.6,2.25
3088,3150,850,0.675,0.014361702,1.47,2.23
3089,3079,1350,0.068,0.00136,1.1,2.23
3089,3093,1150,0.283,0.005339623,1.6,2.25
3089,10429,1350,0.137,0.00274,1.1,2.23
3090,3085,1150,0.092,0.001735849,1.6,2.25
3090,3105,1150,0.389,0.007339623,1.6,2.25
3091,3051,1150,0.292,0.005509434,1.6,2.25
3091,3111,1150,0.237,0.004471698,1.6,2.25
3091,14514,1150,0.146438095,0.002762983,1.6,2.25
3092,3109,1150,0.194,0.003660377,1.6,2.25
3092,3158,1800,0.714,0.013471698,1,2.36
3092,9596,1800,0.2,0.003773585,1,2.36
3093,3079,1150,0.214,0.004037736,1.6,2.25
3093,3089,1150,0.283,0.005339623,1.6,2.25
3093,10430,1150,0.254,0.004792453,1.6,2.25
3094,3084,1150,0.13,0.00245283,1.6,2.25
3094,10941,1150,0.426,0.008037736,1.6,2.25
3095,3034,1150,0.521,0.009830189,1.6,2.25
3095,3108,850,0.174,0.003625,1.47,2.23
3095,3130,850,0.434,0.009041667,1.47,2.23
3096,3062,1550,0.357,0.006735849,0.75,1.91
3096,3110,1550,0.188,0.00354717,0.75,1.91
3096,3165,1150,0.883,0.016660377,1.6,2.25
3097,3098,1800,0.181,0.003415094,1,2.36
3097,3120,1150,0.341,0.006433962,1.6,2.25
3097,9366,1800,0.032,0.000603774,1,2.36
3098,3097,1800,0.181,0.003415094,1,2.36
3098,3136,1150,0.445,0.008396226,1.6,2.25
3098,9999,1800,0.27,0.00509434,1,2.36
3099,2915,1500,1.299,0.024509434,0.35,2.24
3099,3016,1350,0.604,0.01208,1.1,2.23
3099,3155,2500,0.541,0.009169492,1,2.03
3100,2997,99999,0.965,0.013785714,0.15,4
3100,3030,99999,0.526,0.007514286,0.15,4
3100,3101,99999,0.126,0.0018,0.15,4
3101,3100,99999,0.126,0.0018,0.15,4
3101,3102,99999,0.011,0.000157143,0.15,4
3101,3124,99999,0.314,0.004485714,0.15,4
3102,3101,99999,0.011,0.000157143,0.15,4
3102,3124,99999,0.466,0.006657143,0.15,4
3103,3078,1100,0.224,0.004666667,1,2.04
3103,3085,1150,0.345,0.006509434,1.6,2.25
3103,3133,1100,0.5,0.010416667,1,2.04
3104,3116,850,0.168,0.003574468,1.47,2.23
3104,3206,1350,1.961,0.037,1.25,1.25
3104,10374,850,0.836,0.017787234,1.47,2.23
3105,3090,1150,0.389,0.007339623,1.6,2.25
3105,10448,1350,0.267,0.005037736,1.25,1.25
3105,10509,1150,0.218,0.004113208,1.6,2.25
3106,3107,1150,0.123,0.002320755,1.6,2.25
3106,3109,1150,0.579,0.010924528,1.6,2.25
3106,3128,1150,0.35,0.006603774,1.6,2.25
3107,3106,1150,0.123,0.002320755,1.6,2.25
3107,3117,1550,0.143,0.002698113,0.75,1.91
3107,9595,1350,0.363,0.00726,1.1,2.23
3108,423,999999,0.104,0.001050505,1,3
3108,3095,850,0.174,0.003625,1.47,2.23
3108,9368,1150,0.387,0.007301887,1.6,2.25
3108,9847,850,0.28,0.005833333,1.47,2.23
3109,3092,1150,0.194,0.003660377,1.6,2.25
3109,3106,1150,0.579,0.010924528,1.6,2.25
3109,3128,1150,0.221,0.004169811,1.6,2.25
3110,3096,1550,0.188,0.00354717,0.75,1.91
3110,3165,1550,0.545,0.010283019,0.75,1.91
3110,10857,850,0.435,0.009255319,1.47,2.23
3111,3088,1150,0.43,0.008113208,1.6,2.25
3111,3091,1150,0.237,0.004471698,1.6,2.25
3111,3143,1150,0.295,0.005566038,1.6,2.25
3112,3135,1350,0.307,0.00614,1.1,2.23
3112,3139,1150,0.452,0.008528302,1.6,2.25
3112,10429,1350,0.161,0.00322,1.1,2.23
3113,6736,850,0.886,0.018851064,1.47,2.23
3113,11236,1550,0.199,0.003754717,0.75,1.91
3113,11316,1350,0.063,0.00126,1.1,2.23
3114,3243,1700,1.419,0.030191489,1,1.7
3114,12465,1700,1.701,0.036191489,1,1.7
3114,14568,1700,1.368123613,0.029109013,1,1.7
3115,3127,1500,0.147,0.002773585,0.35,2.24
3115,14566,2500,0.912984828,0.015474319,1,2.03
3115,14567,1350,0.898184295,0.017963686,1.1,2.23
3116,3104,850,0.168,0.003574468,1.47,2.23
3116,3125,850,0.442,0.009404255,1.47,2.23
3116,3141,1150,0.308,0.005811321,1.6,2.25
3117,3107,1550,0.143,0.002698113,0.75,1.91
3117,3126,1150,0.726,0.013698113,1.6,2.25
3117,3131,1550,0.131,0.002471698,0.75,1.91
3118,12000,7600,0.233,0.002588889,1.32,2.37
3119,2347,2500,6.132,0.103932203,1,2.03
3119,2815,2500,4.466,0.075694915,1,2.03
3119,3210,2500,2.106,0.035694915,1,2.03
3119,3281,2500,1.698,0.028779661,1,2.03
3120,3097,1150,0.341,0.006433962,1.6,2.25
3120,9378,1500,0.077,0.00145283,0.35,2.24
3120,9871,1500,0.561,0.010584906,0.35,2.24
3121,425,999999,0.149,0.001505051,1,3
3121,3136,850,0.264,0.005617021,1.47,2.23
3121,9525,1350,0.452,0.008528302,1.25,1.25
3121,9872,1150,0.286,0.005396226,1.6,2.25
3122,310,999999,0.1,0.001010101,1,3
3122,10806,850,0.641,0.013638298,1.47,2.23
3122,10807,850,0.021,0.00042,0.15,4
3123,3147,1150,0.382,0.007207547,1.6,2.25
3123,3175,1150,0.468,0.008830189,1.6,2.25
3123,10001,1150,0.878,0.016566038,1.6,2.25
3124,3101,99999,0.314,0.004485714,0.15,4
3124,3102,99999,0.466,0.006657143,0.15,4
3124,3883,99999,7.949,0.113557143,0.15,4
3125,3116,850,0.442,0.009404255,1.47,2.23
3125,10375,1500,0.349,0.006584906,0.35,2.24
3125,10379,1500,0.039,0.000735849,0.35,2.24
3126,361,999999,0.292,0.002949495,1,3
3126,3117,1150,0.726,0.013698113,1.6,2.25
3126,3159,1150,0.827,0.015603774,1.6,2.25
3126,3160,1150,0.356,0.006716981,1.6,2.25
3127,3115,1500,0.147,0.002773585,0.35,2.24
3127,3171,1500,0.565,0.010660377,0.35,2.24
3127,3194,1350,0.981,0.01962,1.1,2.23
3128,363,999999,0.126,0.001272727,1,3
3128,3106,1150,0.35,0.006603774,1.6,2.25
3128,3109,1150,0.221,0.004169811,1.6,2.25
3128,3158,1150,0.886,0.016716981,1.6,2.25
3129,3156,1800,0.156,0.002943396,1,2.36
3129,10806,1800,0.015,0.000283019,1,2.36
3129,10812,1150,0.126,0.002377358,1.6,2.25
3130,3095,850,0.434,0.009041667,1.47,2.23
3130,3143,1800,0.152,0.002867925,1,2.36
3130,9849,1500,0.013,0.000245283,0.35,2.24
3131,3117,1550,0.131,0.002471698,0.75,1.91
3131,3183,1150,0.607,0.01145283,1.6,2.25
3131,9606,1550,0.715,0.013490566,0.75,1.91
3132,3145,1550,0.545,0.010283019,0.75,1.91
3132,10117,1550,0.761,0.014358491,0.75,1.91
3132,12429,850,0.633,0.013468085,1.47,2.23
3133,3103,1100,0.5,0.010416667,1,2.04
3133,6731,1200,0.401,0.008183673,0.45,2.07
3133,10442,850,0.548,0.011659574,1.47,2.23
3133,11015,1800,0.344,0.006490566,1,2.36
3134,375,999999,0.624359137,0.006306658,1,3
3134,3142,1150,0.164,0.00309434,1.6,2.25
3134,3152,1150,0.242,0.004566038,1.6,2.25
3134,10511,1150,0.763,0.014396226,1.6,2.25
3135,3112,1350,0.307,0.00614,1.1,2.23
3135,6734,1150,0.396,0.007471698,1.6,2.25
3135,6735,1350,0.214,0.00428,1.1,2.23
3136,3098,1150,0.445,0.008396226,1.6,2.25
3136,3121,850,0.264,0.005617021,1.47,2.23
3136,9867,850,0.413,0.008787234,1.47,2.23
3137,9985,1150,0.041,0.000773585,1.6,2.25
