from,to,capacity,length,fft,alpha,beta
262,263,1,0.552000008,0.0092,1.98E-18,5.1644
263,262,1,0.552000008,0.0092,1.98E-18,5.1644
263,264,1,0.01,0.000166667,0,0
263,265,1,0.01,0.000166667,0,0
264,263,1,0.01,0.000166667,0,0
264,265,1,0.01,0.000166667,0,0
264,871,1,0.577777792,0.00962963,1.96E-16,4.4239
265,263,1,0.01,0.000166667,0,0
265,264,1,0.01,0.000166667,0,0
265,266,1,0.939130451,0.015652174,5.16E-14,4.4683
266,24,1,1.120000076,0.018666668,0,0
266,265,1,0.939130451,0.015652174,5.16E-14,4.4683
266,267,1,0.730434832,0.012173914,2.33E-15,4.4683
267,266,1,0.730434832,0.012173914,5.16E-14,4.4683
267,268,1,0.156521745,0.002608696,2.33E-15,4.4683
267,269,1,0.600000008,0.01,2.33E-15,4.4683
268,267,1,0.156521745,0.002608696,2.33E-15,4.4683
268,272,1,0.782608696,0.013043478,2.33E-15,4.4683
268,274,1,1.069565234,0.017826087,3.81E-16,4.4683
269,268,1,0.600000008,0.01,3.81E-16,4.4683
269,270,1,0.01,0.000166667,0,0
270,269,1,0.01,0.000166667,0,0
270,271,1,0.01,0.000166667,0,0
270,356,1,0.648000031,0.010800001,2.44E-19,5.1644
271,269,1,0.01,0.000166667,0,0
271,270,1,0.01,0.000166667,0,0
271,272,1,0.864000015,0.0144,7.11E-17,5.1644
272,34,1,0.840000025,0.014,0,0
272,268,1,0.782608696,0.013043478,5.16E-14,4.4683
272,271,1,0.864000015,0.0144,1.98E-18,5.1644
272,295,1,0.72,0.012,7.11E-17,5.1644
273,33,1,1.120000076,0.018666668,0,0
273,267,1,0.730434832,0.012173914,3.81E-16,4.4683
274,33,1,1.120000076,0.018666668,0,0
274,275,1,0.417391321,0.006956522,3.81E-16,4.4683
275,276,1,0.156521745,0.002608696,1.15E-11,3.5038
275,280,1,0.365217416,0.006086957,3.81E-16,4.4683
275,294,1,0.860869615,0.014347827,1.30E-10,3.5038
276,273,1,0.756521805,0.012608697,3.81E-16,4.4683
276,275,1,0.156521745,0.002608696,1.15E-11,3.5038
276,277,1,0.886956588,0.01478261,1.30E-10,3.5038
277,24,1,1.120000076,0.018666668,0,0
277,276,1,0.886956588,0.01478261,1.30E-10,3.5038
277,278,1,0.286956538,0.004782609,1.30E-10,3.5038
278,23,1,0.560000038,0.009333334,0,0
278,261,1,1.12173918,0.018695653,1.30E-10,3.5038
278,277,1,0.286956538,0.004782609,1.30E-10,3.5038
279,276,1,0.365217416,0.006086957,3.81E-16,4.4683
280,279,1,0.156521745,0.002608696,2.33E-15,4.4683
280,281,1,1.043478261,0.017391304,2.33E-15,4.4683
281,258,1,2.139130468,0.035652174,2.33E-15,4.4683
281,280,1,1.043478261,0.017391304,2.33E-15,4.4683
281,282,1,0.939130451,0.015652174,2.33E-15,4.4683
281,293,1,0.296296308,0.004938272,1.69E-15,4.9432
282,35,1,1.080000051,0.018000001,0,0
282,281,1,0.939130451,0.015652174,2.33E-15,4.4683
282,283,1,0.666666678,0.011111111,5.51E-17,4.9432
283,255,1,0.991304398,0.01652174,5.16E-14,4.4683
283,256,1,0.991304398,0.01652174,5.16E-14,4.4683
283,282,1,0.666666678,0.011111111,5.51E-17,4.9432
283,284,1,0.925925985,0.0154321,5.51E-17,4.9432
284,253,1,0.405797129,0.006763285,5.58E-24,6.5856
284,283,1,0.925925985,0.0154321,5.51E-17,4.9432
284,285,1,0.188405802,0.003140097,5.58E-24,6.5856
285,27,1,1.120000076,0.018666668,0,0
285,284,1,0.188405802,0.003140097,5.58E-24,6.5856
285,286,1,0.608695671,0.010144928,5.58E-24,6.5856
286,285,1,0.608695671,0.010144928,5.58E-24,6.5856
286,287,1,0.01,0.000166667,0,0
287,286,1,0.01,0.000166667,0,0
287,288,1,0.333333338,0.005555556,5.58E-24,6.5856
288,287,1,0.333333338,0.005555556,5.58E-24,6.5856
288,289,1,1.330434799,0.022173913,5.16E-14,4.4683
288,341,1,0.739130444,0.012318841,5.58E-24,6.5856
289,38,1,2.560000102,0.042666668,0,0
289,288,1,1.330434799,0.022173913,5.16E-14,4.4683
289,290,1,1.330434799,0.022173913,8.43E-15,4.4683
290,289,1,1.330434799,0.022173913,5.16E-14,4.4683
290,291,1,0.37037037,0.00617284,5.51E-17,4.9432
290,336,1,0.481481493,0.008024692,1.69E-15,4.9432
291,290,1,0.37037037,0.00617284,1.69E-15,4.9432
291,292,1,0.01,0.000166667,0,0
292,291,1,0.01,0.000166667,0,0
292,293,1,0.814814862,0.013580248,5.51E-17,4.9432
293,35,1,1.440000025,0.024,0,0
293,281,1,0.296296308,0.004938272,5.51E-17,4.9432
293,292,1,0.814814862,0.013580248,1.69E-15,4.9432
294,33,1,0.960000038,0.016000001,0,0
294,275,1,0.860869615,0.014347827,1.30E-10,3.5038
294,299,1,0.860869615,0.014347827,1.30E-10,3.5038
295,33,1,1.2,0.02,0,0
295,272,1,0.72,0.012,1.98E-18,5.1644
295,296,1,0.648000031,0.010800001,7.11E-17,5.1644
296,295,1,0.648000031,0.010800001,1.98E-18,5.1644
296,297,1,0.01,0.000166667,0,0
296,298,1,0.01,0.000166667,0,0
297,296,1,0.01,0.000166667,0,0
297,298,1,0.01,0.000166667,0,0
297,299,1,0.547826104,0.009130435,1.30E-10,3.5038
298,296,1,0.01,0.000166667,0,0
298,297,1,0.01,0.000166667,0,0
298,300,1,0.444444462,0.007407408,5.51E-17,4.9432
299,294,1,0.860869615,0.014347827,1.30E-10,3.5038
299,297,1,0.547826104,0.009130435,1.30E-10,3.5038
300,36,1,0.6,0.01,0,0
300,298,1,0.444444462,0.007407408,7.42E-18,4.9432
300,301,1,0.555555556,0.009259259,7.42E-18,4.9432
301,300,1,0.555555556,0.009259259,5.51E-17,4.9432
301,302,1,0.01,0.000166667,0,0
301,303,1,0.01,0.000166667,0,0
302,301,1,0.01,0.000166667,0,0
302,327,1,0.888888924,0.014814815,1.69E-15,4.9432
303,301,1,0.01,0.000166667,0,0
303,302,1,0.01,0.000166667,0,0
303,304,1,0.685185209,0.011419753,1.69E-15,4.9432
304,303,1,0.685185209,0.011419753,5.51E-17,4.9432
304,305,1,1.147826153,0.019130436,1.30E-10,3.5038
304,310,1,0.870370394,0.014506173,1.69E-15,4.9432
305,37,1,0.840000025,0.014,0,0
305,304,1,1.147826153,0.019130436,1.30E-10,3.5038
305,306,1,0.704347859,0.011739131,1.30E-10,3.5038
306,305,1,0.704347859,0.011739131,1.30E-10,3.5038
306,307,1,0.611111146,0.010185186,2.36E-18,5.1409
306,380,1,0.713881041,0.011898017,2.71E-20,5.5226
307,306,1,0.611111146,0.010185186,2.36E-18,5.1409
307,308,1,0.01,0.000166667,0,0
307,309,1,0.01,0.000166667,0,0
308,307,1,0.01,0.000166667,0,0
308,310,1,0.925925985,0.0154321,2.36E-18,5.1409
309,307,1,0.01,0.000166667,0,0
309,308,1,0.01,0.000166667,0,0
309,313,1,1.481481481,0.024691358,2.36E-18,5.1409
310,304,1,0.870370394,0.014506173,5.51E-17,4.9432
310,308,1,0.925925985,0.0154321,2.36E-18,5.1409
310,311,1,0.333333339,0.005555556,1.69E-15,4.9432
310,328,1,0.759259271,0.012654321,5.51E-17,4.9432
311,41,1,0.480000019,0.008,0,0
311,310,1,0.333333339,0.005555556,5.51E-17,4.9432
311,312,1,1.000000047,0.016666667,1.69E-15,4.9432
312,42,1,1.520000076,0.025333335,0,0
312,311,1,1.000000047,0.016666667,5.51E-17,4.9432
312,314,1,0.870370394,0.014506173,1.69E-15,4.9432
313,42,1,1.320000076,0.022000001,0,0
313,309,1,1.481481481,0.024691358,2.36E-18,5.1409
313,315,1,0.833333392,0.01388889,2.36E-18,5.1409
314,312,1,0.870370394,0.014506173,5.51E-17,4.9432
314,315,1,0.01,0.000166667,0,0
314,316,1,0.01,0.000166667,0,0
315,313,1,0.833333392,0.01388889,2.36E-18,5.1409
315,314,1,0.01,0.000166667,0,0
315,316,1,0.01,0.000166667,0,0
316,314,1,0.01,0.000166667,0,0
316,315,1,0.01,0.000166667,0,0
316,317,1,0.777777801,0.012962963,1.69E-15,4.9432
317,316,1,0.777777801,0.012962963,5.51E-17,4.9432
317,318,1,0.01,0.000166667,0,0
318,317,1,0.01,0.000166667,0,0
318,319,1,0.814814862,0.013580248,1.69E-15,4.9432
319,44,1,1.760000102,0.029333335,0,0
319,318,1,0.814814862,0.013580248,1.69E-15,4.9432
319,320,1,0.35185187,0.005864198,1.69E-15,4.9432
320,319,1,0.35185187,0.005864198,1.69E-15,4.9432
320,321,1,1.811594203,0.030193237,6.35E-16,5.0906
320,333,1,3.652173913,0.060869565,1.30E-10,3.5038
321,46,1,0.760000038,0.012666667,0,0
321,320,1,1.811594203,0.030193237,6.35E-16,5.0906
321,322,1,1.304347918,0.021739132,6.35E-16,5.0906
322,321,1,1.304347918,0.021739132,6.35E-16,5.0906
322,323,1,0.01,0.000166667,0,0
322,324,1,0.01,0.000166667,0,0
322,325,1,0.01,0.000166667,0,0
323,322,1,0.01,0.000166667,0,0
323,324,1,0.01,0.000166667,0,0
323,325,1,0.01,0.000166667,0,0
323,326,1,2.246376812,0.037439614,5.58E-24,6.5856
324,137,1,2.000000127,0.033333335,0,0
324,322,1,0.01,0.000166667,0,0
324,323,1,0.01,0.000166667,0,0
324,325,1,0.01,0.000166667,0,0
325,322,1,0.01,0.000166667,0,0
325,323,1,0.01,0.000166667,0,0
325,324,1,0.01,0.000166667,0,0
325,423,1,3.115942029,0.051932367,5.58E-24,6.5856
326,323,1,2.246376812,0.037439614,5.58E-24,6.5856
326,335,1,1.028985563,0.017149759,5.58E-24,6.5856
327,39,1,0.560000038,0.009333334,0,0
327,302,1,0.888888924,0.014814815,5.51E-17,4.9432
327,328,1,0.296296308,0.004938272,5.51E-17,4.9432
328,310,1,0.759259271,0.012654321,2.36E-18,5.1409
328,327,1,0.296296308,0.004938272,5.51E-17,4.9432
328,329,1,1.259259353,0.020987656,1.69E-15,4.9432
328,337,1,1.555555603,0.025925927,2.36E-18,5.1409
329,40,1,0.6,0.01,0,0
329,328,1,1.259259353,0.020987656,5.51E-17,4.9432
329,330,1,1.222222293,0.020370372,1.69E-15,4.9432
330,329,1,1.222222293,0.020370372,5.51E-17,4.9432
330,331,1,0.01,0.000166667,0,0
331,330,1,0.01,0.000166667,0,0
331,332,1,0.814814862,0.013580248,1.69E-15,4.9432
332,43,1,0.920000013,0.015333334,0,0
332,331,1,0.814814862,0.013580248,5.51E-17,4.9432
332,333,1,0.259259277,0.004320988,1.69E-15,4.9432
333,320,1,3.652173913,0.060869565,1.30E-10,3.5038
333,332,1,0.259259277,0.004320988,5.51E-17,4.9432
333,334,1,1.173913099,0.019565218,6.35E-16,5.0906
334,46,1,0.760000038,0.012666667,0,0
334,333,1,1.173913099,0.019565218,6.35E-16,5.0906
334,335,1,1.391304403,0.023188407,6.35E-16,5.0906
335,136,1,2.000000127,0.033333335,0,0
335,326,1,1.028985563,0.017149759,5.58E-24,6.5856
335,334,1,1.391304403,0.023188407,6.35E-16,5.0906
335,348,1,1.782608769,0.029710146,5.58E-24,6.5856
336,38,1,2.960000102,0.049333335,0,0
336,290,1,0.481481493,0.008024692,1.69E-15,4.9432
336,337,1,1.574074192,0.02623457,1.69E-15,4.9432
337,328,1,1.555555603,0.025925927,2.36E-18,5.1409
337,336,1,1.574074192,0.02623457,1.69E-15,4.9432
337,338,1,0.434782609,0.007246377,1.36E-20,5.7894
338,127,1,5.280000305,0.088000005,0,0
338,337,1,0.434782609,0.007246377,1.36E-20,5.7894
338,339,1,0.507246377,0.008454106,1.36E-20,5.7894
339,45,1,1.680000051,0.028000001,0,0
339,338,1,0.507246377,0.008454106,1.36E-20,5.7894
339,340,1,0.333333338,0.005555556,1.36E-20,5.7894
340,38,1,2.560000102,0.042666668,0,0
340,339,1,0.333333338,0.005555556,1.36E-20,5.7894
340,343,1,1.173913099,0.019565218,1.36E-20,5.7894
341,38,1,2.960000102,0.049333335,0,0
341,288,1,0.739130444,0.012318841,5.58E-24,6.5856
341,342,1,1.304347918,0.021739132,5.58E-24,6.5856
342,341,1,1.304347918,0.021739132,5.58E-24,6.5856
342,343,1,0.01,0.000166667,0,0
342,344,1,0.01,0.000166667,0,0
342,345,1,0.01,0.000166667,0,0
343,340,1,1.173913099,0.019565218,1.36E-20,5.7894
343,342,1,0.01,0.000166667,0,0
343,344,1,0.01,0.000166667,0,0
343,345,1,0.01,0.000166667,0,0
344,342,1,0.01,0.000166667,0,0
344,343,1,0.01,0.000166667,0,0
344,345,1,0.01,0.000166667,0,0
344,351,1,1.341818237,0.022363637,5.65E-19,5.3443
345,342,1,0.01,0.000166667,0,0
345,343,1,0.01,0.000166667,0,0
345,344,1,0.01,0.000166667,0,0
345,346,1,1.080000028,0.018,2.30E-17,5.3443
346,345,1,1.080000028,0.018,2.30E-17,5.3443
346,347,1,0.01,0.000166667,0,0
347,346,1,0.01,0.000166667,0,0
347,348,1,1.974545566,0.032909093,2.30E-17,5.3443
348,136,1,2.000000127,0.033333335,0,0
348,335,1,1.782608769,0.029710146,5.58E-24,6.5856
348,347,1,1.974545566,0.032909093,2.30E-17,5.3443
348,353,1,5.62318848,0.093719808,5.58E-24,6.5856
349,27,1,1.880000051,0.031333334,0,0
349,244,1,1.925925973,0.032098766,1.69E-15,4.9432
349,350,1,2.12962963,0.035493827,1.69E-15,4.9432
350,349,1,2.12962963,0.035493827,1.69E-15,4.9432
350,351,1,0.01,0.000166667,0,0
350,352,1,0.01,0.000166667,0,0
351,344,1,1.341818237,0.022363637,5.65E-19,5.3443
351,350,1,0.01,0.000166667,0,0
351,352,1,0.01,0.000166667,0,0
352,350,1,0.01,0.000166667,0,0
352,351,1,0.01,0.000166667,0,0
352,353,1,3.436363636,0.057272727,5.65E-19,5.3443
353,135,1,2.000000127,0.033333335,0,0
353,241,1,5.565217612,0.092753627,5.58E-24,6.5856
353,348,1,5.62318848,0.093719808,5.58E-24,6.5856
353,352,1,3.436363636,0.057272727,5.65E-19,5.3443
354,25,1,2.640000153,0.044000003,0,0
354,207,1,0.52173913,0.008695652,1.30E-10,3.5038
354,210,1,0.443478294,0.007391305,1.30E-10,3.5038
355,356,1,0.192000008,0.0032,1.98E-18,5.1644
355,357,1,0.652173955,0.010869566,1.15E-11,3.5038
355,885,1,0.384000015,0.0064,2.44E-19,5.1644
356,270,1,0.648000031,0.010800001,1.98E-18,5.1644
356,355,1,0.192000008,0.0032,2.44E-19,5.1644
357,356,1,0.443478294,0.007391305,2.77E-12,3.5038
357,358,1,0.286956538,0.004782609,2.77E-12,3.5038
358,359,1,0.336000023,0.0056,1.98E-18,5.1644
358,360,1,0.573913077,0.009565218,1.15E-11,3.5038
358,925,1,0.768000031,0.012800001,1.98E-18,5.1644
359,357,1,0.886956588,0.01478261,2.77E-12,3.5038
359,358,1,0.336000023,0.0056,1.98E-18,5.1644
359,368,1,1.32,0.022,1.98E-18,5.1644
360,47,1,0.4,0.006666667,0,0
360,363,1,0.678260886,0.011304348,1.15E-11,3.5038
361,47,1,0.4,0.006666667,0,0
361,359,1,0.652173955,0.010869566,1.15E-11,3.5038
362,47,1,1.2,0.02,0,0
362,363,1,0.336000023,0.0056,2.44E-19,5.1644
362,1011,1,0.312000008,0.0052,1.98E-18,5.1644
363,362,1,0.336000023,0.0056,1.98E-18,5.1644
363,364,1,0.730434832,0.012173914,1.15E-11,3.5038
363,366,1,0.286956538,0.004782609,2.33E-15,4.4683
364,365,1,0.286956538,0.004782609,1.15E-11,3.5038
365,366,1,0.730434832,0.012173914,1.15E-11,3.5038
365,448,1,1.095652207,0.01826087,1.15E-11,3.5038
366,361,1,0.286956538,0.004782609,1.15E-11,3.5038
366,363,1,0.286956538,0.004782609,2.33E-15,4.4683
366,367,1,0.652173955,0.010869566,2.33E-15,4.4683
367,366,1,0.652173955,0.010869566,2.33E-15,4.4683
367,368,1,0.01,0.000166667,0,0
367,369,1,0.01,0.000166667,0,0
367,370,1,0.01,0.000166667,0,0
367,371,1,0.01,0.000166667,0,0
368,359,1,1.32,0.022,2.44E-19,5.1644
368,367,1,0.01,0.000166667,0,0
368,369,1,0.01,0.000166667,0,0
368,370,1,0.01,0.000166667,0,0
368,371,1,0.01,0.000166667,0,0
369,367,1,0.01,0.000166667,0,0
369,368,1,0.01,0.000166667,0,0
369,370,1,0.01,0.000166667,0,0
369,371,1,0.01,0.000166667,0,0
369,447,1,0.730434832,0.012173914,1.30E-10,3.5038
370,367,1,0.01,0.000166667,0,0
370,368,1,0.01,0.000166667,0,0
370,369,1,0.01,0.000166667,0,0
370,371,1,0.01,0.000166667,0,0
370,383,1,0.944444456,0.015740741,7.42E-18,4.9432
371,367,1,0.01,0.000166667,0,0
371,368,1,0.01,0.000166667,0,0
371,369,1,0.01,0.000166667,0,0
371,370,1,0.01,0.000166667,0,0
371,372,1,0.652173955,0.010869566,2.33E-15,4.4683
372,371,1,0.652173955,0.010869566,3.81E-16,4.4683
372,373,1,0.01,0.000166667,0,0
373,372,1,0.01,0.000166667,0,0
373,374,1,0.756521805,0.012608697,2.33E-15,4.4683
374,373,1,0.756521805,0.012608697,2.33E-15,4.4683
374,375,1,0.01,0.000166667,0,0
375,374,1,0.01,0.000166667,0,0
375,376,1,0.547826104,0.009130435,5.16E-14,4.4683
376,48,1,0.720000013,0.012,0,0
376,375,1,0.547826104,0.009130435,2.33E-15,4.4683
376,377,1,0.286956538,0.004782609,5.16E-14,4.4683
377,51,1,1.480000051,0.024666668,0,0
377,376,1,0.286956538,0.004782609,2.33E-15,4.4683
377,378,1,0.286956538,0.004782609,5.16E-14,4.4683
378,50,1,1.520000076,0.025333335,0,0
378,377,1,0.286956538,0.004782609,2.33E-15,4.4683
378,379,1,0.547826104,0.009130435,5.16E-14,4.4683
379,378,1,0.547826104,0.009130435,2.33E-15,4.4683
379,380,1,0.01,0.000166667,0,0
379,381,1,0.01,0.000166667,0,0
380,306,1,0.713881041,0.011898017,2.71E-20,5.5226
380,379,1,0.01,0.000166667,0,0
380,381,1,0.01,0.000166667,0,0
381,379,1,0.01,0.000166667,0,0
381,380,1,0.01,0.000166667,0,0
381,382,1,0.860869615,0.014347827,2.33E-15,4.4683
382,51,1,1.000000064,0.016666668,0,0
382,381,1,0.860869615,0.014347827,2.33E-15,4.4683
382,391,1,2.034782741,0.033913046,2.33E-15,4.4683
383,52,1,1.080000051,0.018000001,0,0
383,370,1,1.224000015,0.0204,2.44E-19,5.1644
383,384,1,0.35185187,0.005864198,7.42E-18,4.9432
384,383,1,0.35185187,0.005864198,7.42E-18,4.9432
384,385,1,0.01,0.000166667,0,0
384,386,1,0.01,0.000166667,0,0
385,384,1,0.01,0.000166667,0,0
385,386,1,0.01,0.000166667,0,0
385,443,1,0.648148148,0.010802469,5.51E-17,4.9432
386,384,1,0.01,0.000166667,0,0
386,385,1,0.01,0.000166667,0,0
386,387,1,0.888888924,0.014814815,7.42E-18,4.9432
387,386,1,0.888888924,0.014814815,7.42E-18,4.9432
387,388,1,0.286956538,0.004782609,5.16E-14,4.4683
387,389,1,0.240740747,0.004012346,7.42E-18,4.9432
388,387,1,0.286956538,0.004782609,5.16E-14,4.4683
388,389,1,0.286956538,0.004782609,2.33E-15,4.4683
388,439,1,2.425926114,0.040432102,5.51E-17,4.9432
388,442,1,1.12173918,0.018695653,2.33E-15,4.4683
389,387,1,0.240740747,0.004012346,7.42E-18,4.9432
389,388,1,0.286956538,0.004782609,2.33E-15,4.4683
389,390,1,0.574074086,0.009567901,2.94E-19,5.1409
390,389,1,0.574074086,0.009567901,2.94E-19,5.1409
390,391,1,0.01,0.000166667,0,0
390,392,1,0.01,0.000166667,0,0
391,382,1,2.034782741,0.033913046,2.33E-15,4.4683
391,390,1,0.01,0.000166667,0,0
391,392,1,0.01,0.000166667,0,0
392,390,1,0.01,0.000166667,0,0
392,391,1,0.01,0.000166667,0,0
392,393,1,0.425925932,0.007098766,7.42E-18,4.9432
393,56,1,4.160000102,0.069333335,0,0
393,392,1,0.425925932,0.007098766,7.42E-18,4.9432
393,394,1,0.240740747,0.004012346,7.42E-18,4.9432
393,404,1,0.600000008,0.01,1.30E-10,3.5038
394,54,1,1.360000102,0.022666668,0,0
394,393,1,0.240740747,0.004012346,7.42E-18,4.9432
394,395,1,0.388888901,0.006481482,7.42E-18,4.9432
395,55,1,3.800000254,0.063333338,0,0
395,394,1,0.388888901,0.006481482,7.42E-18,4.9432
395,396,1,0.296296308,0.004938272,7.42E-18,4.9432
396,395,1,0.296296308,0.004938272,7.42E-18,4.9432
396,397,1,0.01,0.000166667,0,0
396,398,1,0.01,0.000166667,0,0
396,399,1,0.01,0.000166667,0,0
397,396,1,0.01,0.000166667,0,0
397,398,1,0.01,0.000166667,0,0
397,399,1,0.01,0.000166667,0,0
397,1035,1,0.855072501,0.014251208,1.36E-20,5.7894
398,396,1,0.01,0.000166667,0,0
398,397,1,0.01,0.000166667,0,0
398,399,1,0.01,0.000166667,0,0
398,406,1,0.703703739,0.011728396,7.42E-18,4.9432
399,396,1,0.01,0.000166667,0,0
399,397,1,0.01,0.000166667,0,0
399,398,1,0.01,0.000166667,0,0
399,400,1,0.913043478,0.015217391,1.30E-10,3.5038
400,54,1,0.840000025,0.014,0,0
400,399,1,0.913043478,0.015217391,1.30E-10,3.5038
400,401,1,0.808695669,0.013478261,1.30E-10,3.5038
401,400,1,0.808695669,0.013478261,1.30E-10,3.5038
401,402,1,0.01,0.000166667,0,0
401,403,1,0.01,0.000166667,0,0
402,401,1,0.01,0.000166667,0,0
402,403,1,0.01,0.000166667,0,0
402,405,1,0.965217424,0.016086957,1.30E-10,3.5038
403,401,1,0.01,0.000166667,0,0
403,402,1,0.01,0.000166667,0,0
403,404,1,0.965217424,0.016086957,1.30E-10,3.5038
404,54,1,0.960000038,0.016000001,0,0
404,393,1,0.600000008,0.01,1.30E-10,3.5038
404,403,1,0.965217424,0.016086957,1.30E-10,3.5038
405,53,1,0.840000025,0.014,0,0
405,402,1,0.965217424,0.016086957,1.30E-10,3.5038
406,57,1,0.880000051,0.014666668,0,0
406,398,1,0.703703739,0.011728396,7.42E-18,4.9432
406,407,1,0.629629677,0.010493828,7.42E-18,4.9432
407,58,1,3.800000254,0.063333338,0,0
407,406,1,0.629629677,0.010493828,7.42E-18,4.9432
407,408,1,1.703703727,0.028395062,7.42E-18,4.9432
408,407,1,1.703703727,0.028395062,7.42E-18,4.9432
408,409,1,0.01,0.000166667,0,0
408,410,1,0.01,0.000166667,0,0
409,408,1,0.01,0.000166667,0,0
409,412,1,2.452173979,0.040869566,2.33E-15,4.4683
410,408,1,0.01,0.000166667,0,0
410,409,1,0.01,0.000166667,0,0
410,411,1,1.259259353,0.020987656,7.42E-18,4.9432
411,63,1,0.440000025,0.007333334,0,0
411,410,1,1.259259353,0.020987656,5.51E-17,4.9432
411,414,1,0.907407455,0.015123458,7.42E-18,4.9432
412,59,1,0.760000038,0.012666667,0,0
412,409,1,2.452173979,0.040869566,2.33E-15,4.4683
413,59,1,0.920000013,0.015333334,0,0
413,415,1,1.15942029,0.019323671,1.36E-20,5.7894
413,420,1,2.240000153,0.037333336,5.95E-10,3.6596
414,411,1,0.907407455,0.015123458,5.51E-17,4.9432
414,415,1,0.01,0.000166667,0,0
414,416,1,0.01,0.000166667,0,0
414,417,1,0.01,0.000166667,0,0
415,413,1,1.15942029,0.019323671,1.36E-20,5.7894
415,414,1,0.01,0.000166667,0,0
415,416,1,0.01,0.000166667,0,0
415,417,1,0.01,0.000166667,0,0
416,414,1,0.01,0.000166667,0,0
416,415,1,0.01,0.000166667,0,0
416,417,1,0.01,0.000166667,0,0
416,419,1,0.574074086,0.009567901,7.42E-18,4.9432
417,414,1,0.01,0.000166667,0,0
417,415,1,0.01,0.000166667,0,0
417,416,1,0.01,0.000166667,0,0
417,418,1,0.594202908,0.009903382,1.36E-20,5.7894
418,63,1,2.280000051,0.038000001,0,0
418,64,1,0.760000038,0.012666667,0,0
418,417,1,0.594202908,0.009903382,1.36E-20,5.7894
418,428,1,0.594202908,0.009903382,1.36E-20,5.7894
419,64,1,0.760000038,0.012666667,0,0
419,416,1,0.574074086,0.009567901,7.42E-18,4.9432
419,421,1,0.833333392,0.01388889,7.42E-18,4.9432
420,62,1,2.280000051,0.038000001,0,0
420,413,1,2.240000153,0.037333336,5.95E-10,3.6596
421,62,1,2.280000051,0.038000001,0,0
421,419,1,0.833333392,0.01388889,5.51E-17,4.9432
421,422,1,1.592592663,0.026543211,5.51E-17,4.9432
422,421,1,1.592592663,0.026543211,5.51E-17,4.9432
422,423,1,0.01,0.000166667,0,0
422,424,1,0.01,0.000166667,0,0
422,425,1,0.01,0.000166667,0,0
423,325,1,3.115942029,0.051932367,5.58E-24,6.5856
423,422,1,0.01,0.000166667,0,0
423,424,1,0.01,0.000166667,0,0
423,425,1,0.01,0.000166667,0,0
424,422,1,0.01,0.000166667,0,0
424,423,1,0.01,0.000166667,0,0
424,425,1,0.01,0.000166667,0,0
424,427,1,1.260869584,0.021014493,5.58E-24,6.5856
425,422,1,0.01,0.000166667,0,0
425,423,1,0.01,0.000166667,0,0
425,424,1,0.01,0.000166667,0,0
425,426,1,1.1296297,0.018827162,5.51E-17,4.9432
426,65,1,1.000000064,0.016666668,0,0
426,425,1,1.1296297,0.018827162,5.51E-17,4.9432
426,1030,1,0.296296308,0.004938272,5.51E-17,4.9432
427,424,1,1.260869584,0.021014493,5.58E-24,6.5856
427,428,1,3.66666674,0.061111112,6.35E-16,5.0906
427,469,1,9.608696094,0.160144935,5.58E-24,6.5856
428,418,1,0.594202908,0.009903382,1.36E-20,5.7894
428,427,1,3.66666674,0.061111112,6.35E-16,5.0906
428,429,1,0.594202908,0.009903382,1.36E-20,5.7894
429,63,1,2.280000051,0.038000001,0,0
429,428,1,0.594202908,0.009903382,1.36E-20,5.7894
429,430,1,0.536231902,0.008937198,1.36E-20,5.7894
430,429,1,0.536231902,0.008937198,1.36E-20,5.7894
430,431,1,0.01,0.000166667,0,0
431,430,1,0.01,0.000166667,0,0
431,432,1,0.956521794,0.01594203,1.36E-20,5.7894
432,58,1,2.280000051,0.038000001,0,0
432,431,1,0.956521794,0.01594203,1.36E-20,5.7894
432,433,1,0.782608733,0.013043479,1.36E-20,5.7894
433,432,1,0.782608733,0.013043479,1.36E-20,5.7894
433,434,1,0.927536269,0.015458938,1.36E-20,5.7894
433,479,1,1.637681233,0.027294687,7.49E-19,5.7894
433,1035,1,1.347826161,0.022463769,1.36E-20,5.7894
434,55,1,1.120000076,0.018666668,0,0
434,433,1,0.927536269,0.015458938,1.36E-20,5.7894
434,435,1,0.434782609,0.007246377,1.36E-20,5.7894
435,56,1,0.760000038,0.012666667,0,0
435,434,1,0.434782609,0.007246377,1.36E-20,5.7894
435,436,1,0.333333338,0.005555556,1.36E-20,5.7894
436,435,1,0.333333338,0.005555556,1.36E-20,5.7894
436,437,1,0.01,0.000166667,0,0
436,438,1,0.01,0.000166667,0,0
437,436,1,0.01,0.000166667,0,0
437,438,1,0.01,0.000166667,0,0
437,474,1,1.869565254,0.031159421,6.35E-16,5.0906
438,436,1,0.01,0.000166667,0,0
438,437,1,0.01,0.000166667,0,0
438,439,1,0.782608696,0.013043478,2.33E-15,4.4683
439,388,1,2.425926114,0.040432102,5.51E-17,4.9432
439,438,1,0.782608696,0.013043478,2.33E-15,4.4683
439,440,1,1.017391371,0.016956523,5.16E-14,4.4683
439,473,1,0.592592616,0.009876544,1.69E-15,4.9432
440,439,1,1.017391371,0.016956523,5.16E-14,4.4683
440,441,1,1.000000047,0.016666667,5.51E-17,4.9432
440,468,1,0.796296332,0.013271606,5.51E-17,4.9432
441,67,1,1.000000064,0.016666668,0,0
