from,to,demand
43,7,0.24
43,8,0.52
43,9,1112.4
43,10,28244
43,11,22.16
43,13,0.08
43,14,620.4
43,15,386.72
43,17,312880
43,18,7480
43,19,24544
43,20,0.36
43,22,53.68
43,29,19884
43,30,79200
43,34,33.44
43,36,22936.00001
43,37,10368
43,38,2.16
43,39,27.64
43,40,32356
43,41,73.2
43,42,572
43,44,564.4
43,45,1.12
43,46,13.92
43,47,81560
43,48,5292
43,49,2154
43,50,346.48
43,51,6432
43,55,0.08
44,1,48.12
44,3,1014.4
44,6,937.2
44,7,64400
44,8,1845.6
44,9,22436
44,10,1081.2
44,11,3507.6
44,12,227.92
44,13,544.8
44,14,99.04
44,15,86.92
44,16,169.88
44,17,511.6
44,18,209.4
44,19,191920
44,22,4.24
44,29,0.08
44,30,0.16
44,34,302
44,37,0.36
44,40,78840
44,41,12.16
44,42,871.2000001
44,43,762.8
44,45,2.84
44,47,0.04
44,48,10636
44,49,8388
45,1,0.08
45,2,20.76
45,3,22.04
45,4,90.28
45,5,6.96
45,6,1188
45,7,151.56
45,8,84.08000001
45,9,33.2
45,10,71.16
45,11,0.84
45,12,225.72
45,13,294.24
45,14,28.92
45,15,0.2
45,16,230.4
45,17,208.64
45,18,6.96
45,19,3.92
45,20,0.08
45,21,40800
45,22,3164
45,23,5.16
45,24,1364.8
45,25,81120
45,26,2007.2
45,27,2.32
45,28,1902
45,29,0.32
45,30,2.08
45,31,3.28
45,32,1016.8
45,33,0.08
45,34,739.6
45,35,88.56
45,38,2.44
45,39,41.84
45,43,1.48
45,44,3.4
45,46,0.08
45,48,0.04
45,49,0.4
45,50,0.24
45,51,0.04
45,54,1.2
45,55,19.48
46,2,1282
46,3,5.04
46,4,0.64
46,6,191.76
46,7,39.28
46,8,2798
46,9,1.04
46,10,16.12
46,11,0.32
46,12,263.32
46,13,3748.4
46,14,8016
46,15,6.72
46,16,436
46,17,974.8
46,18,343.76
46,19,9528
46,20,2503.2
46,21,24
46,22,250.0000001
46,24,13256
46,25,1514.8
46,26,2.28
46,27,3.04
46,28,5120
46,29,22.32
46,30,19.16
46,31,11
46,32,211200
46,33,0.8
46,34,272.4
46,35,0.12
46,37,0.08
46,38,1.68
46,39,646
46,40,0.2
46,43,18.8
46,44,0.04
46,45,0.08
46,47,200440
46,48,0.04
46,49,7
46,50,0.08
46,51,0.16
46,54,2.88
46,55,71.32
47,1,500.8
47,2,4.68
47,3,189.32
47,4,401760
47,5,5.4
47,6,91.72
47,7,1.32
47,8,2399.600001
47,10,0.72
47,11,0.04
47,12,48040
47,13,39408
47,14,204880
47,15,1541.2
47,16,101.92
47,18,33204
47,19,41520
47,20,216560
47,21,11.32
47,22,0.64
47,23,37816
47,24,40600
47,25,99680
47,26,72000
47,27,35.8
47,28,40320
47,29,56.72
47,30,53.16
47,31,0.52
47,32,21280
47,34,35.44
47,35,3.6
47,36,13.12
47,38,0.16
47,39,166.16
47,40,8
47,41,0.68
47,42,94040
47,43,110320
47,44,0.04
47,46,241680
47,49,18968
47,50,0.2
47,53,0.08
47,54,29.76
47,55,40320
48,2,0.08
48,3,0.04
48,7,0.6
48,8,10216
48,9,5332
48,10,15672
48,11,69840.00001
48,12,3.84
48,13,10344
48,14,364.28
48,15,297360
48,16,195560
48,17,12.12
48,18,311.12
48,19,63.28
48,21,42600
48,22,5.56
48,24,2.64
48,25,1.96
48,26,118960
48,27,18.36
48,28,65560
48,29,0.28
48,30,6.4
48,31,0.24
48,34,18852
48,37,0.36
48,38,0.04
48,39,0.16
48,40,49400
48,41,57.08
48,42,17280
48,43,4212
48,44,11576
48,49,57600
48,51,0.04
48,54,0.6
48,55,62200
49,1,1
49,2,0.24
49,3,4020
49,4,0.04
49,5,0.24
49,7,1.2
49,8,0.48
49,11,9148
49,12,0.36
49,14,2.4
49,15,0.44
49,17,524
49,18,4340
49,19,12744
49,20,0.12
49,25,0.56
49,31,0.48
49,34,105400
49,37,0.04
49,40,14980
49,41,39728
49,42,42920
49,43,2912
49,44,8428
49,45,0.28
49,46,5.16
49,47,14036
49,48,51520
50,1,0.32
50,2,0.04
50,3,1033.2
50,4,0.44
50,6,0.04
50,7,16.4
50,8,6220
50,9,1.2
50,10,2136.4
50,12,0.04
50,13,0.16
50,14,28.16
50,15,16.20000001
50,17,1.2
50,18,715.2
50,19,0.64
50,20,0.04
50,21,15420
50,22,0.56
50,23,0.08
50,25,129.68
50,27,5.92
50,29,0.8
50,30,77.08
50,31,1080
50,32,73.84
50,33,13044
50,34,308960
50,35,63.28
50,36,56.48
50,37,1.8
50,38,186.6
50,39,84.88
50,41,0.2
50,43,468.8
50,45,0.16
50,46,0.04
50,47,0.16
50,51,6.6
50,54,0.16
51,1,365.32
51,2,290.6
51,4,71.44
51,7,5.16
51,8,24.8
51,9,3.36
51,10,4.56
51,13,0.08
51,14,12.92
51,15,0.2
51,17,0.84
51,18,0.36
51,20,0.12
51,21,0.76
51,25,0.6
51,27,0.08
51,29,0.2
51,30,154.12
51,31,101.04
51,32,0.08
51,33,15.32
51,34,1.88
51,35,0.68
51,36,8.92
51,37,65.32
51,38,667.6
51,39,3502.800001
51,41,1546.4
51,43,8676
51,46,0.12
51,48,0.04
51,50,7.8
51,54,0.08
52,4,2.36
52,12,0.04
52,21,3310.4
52,22,31.36000001
52,23,0.12
52,24,2.68
52,29,0.04
52,32,0.2
52,35,0.12
52,53,3190.8
52,54,51800
53,4,0.2
53,21,276080
53,22,10708
53,23,0.04
53,24,12.8
53,25,0.04
53,29,204
53,30,0.16
53,32,2262
53,35,0.16
53,47,0.08
53,52,4312
53,54,5180
54,1,0.68
54,2,0.16
54,4,648.4
54,6,0.04
54,10,0.16
54,11,8.4
54,12,0.04
54,13,0.04
54,14,0.84
54,16,0.16
54,17,1.44
54,20,2.28
54,21,3440.4
54,22,4960
54,23,9764
54,24,151520
54,25,206.28
54,26,3.32
54,27,0.32
54,29,48.68
54,30,37980
54,31,28.4
54,32,9956
54,34,0.12
54,35,11008
54,37,0.16
54,38,48.88
54,39,146.24
54,41,0.08
54,42,0.2
54,45,0.88
54,46,2.16
54,47,22.64
54,48,0.76
54,50,0.2
54,51,0.08
54,52,56400
54,53,7008
55,1,50.2
55,2,3458.4
55,3,0.8
55,4,2.2
55,7,1.24
55,8,0.36
55,9,0.08
55,10,745.6
55,11,23.8
55,13,680.8
55,14,35272
55,15,1489.2
55,16,12888
55,17,1230
55,18,110.76
55,19,1301.6
55,20,73.4
55,23,0.08
55,25,0.52
55,28,40
55,29,0.32
55,30,0.04
55,31,1.12
55,32,160.72
55,33,11.24
55,34,0.04
55,35,0.84
55,38,1.16
55,39,0.32
55,43,0.04
55,45,24.96
55,46,73.4
55,47,53880
55,48,84080.00001
