from,to,capacity,length,fft,alpha,beta
252,244,9000,0.11,0.0125,0.1,1.5
252,272,11250,0.05,0.0125,0.1,1.5
253,213,13500,0.14,0.0125,0.1,1.5
253,274,13500,0.21,0.0125,0.1,1.5
254,215,9000,0.11,0.0125,0.1,1.5
254,277,11250,0.07,0.0125,0.1,1.5
254,278,9000,0.05,0.0125,0.1,1.5
255,24,1.50E+06,0.22,0.0125,0.1,1.5
255,220,11250,0.1,0.0125,0.1,1.5
255,280,9000,0.16,0.0125,0.1,1.5
255,281,11250,0.05,0.0125,0.1,1.5
256,294,10500,0.1,0.0125,0.1,1.5
257,229,10500,0.07,0.0125,0.1,1.5
257,271,10500,0.05,0.0125,0.1,1.5
258,35,1.50E+06,0.48,0.0125,0.1,1.5
258,245,11250,0.08,0.0125,0.1,1.5
258,249,9000,0.13,0.0125,0.1,1.5
258,267,11250,0.07,0.0125,0.1,1.5
259,242,11250,0.11,0.0125,0.1,1.5
259,267,9000,0.05,0.0125,0.1,1.5
260,222,9000,0.11,0.0125,0.1,1.5
260,268,9000,0.07,0.0125,0.1,1.5
260,309,9000,0.15,0.0125,0.1,1.5
261,29,1.50E+06,0.38,0.0125,0.1,1.5
261,230,9000,0.11,0.0125,0.1,1.5
261,288,9000,0.1,0.0125,0.1,1.5
262,228,11250,0.09,0.0125,0.1,1.5
262,265,9000,0.09,0.0125,0.1,1.5
263,226,9000,0.11,0.0125,0.1,1.5
263,289,9000,0.11,0.0125,0.1,1.5
264,247,9000,0.05,0.0125,0.1,1.5
264,279,12000,0.06,0.0125,0.1,1.5
265,244,9000,0.06,0.0125,0.1,1.5
265,272,9000,0.1,0.0125,0.1,1.5
266,248,9000,0.08,0.0125,0.1,1.5
267,258,11250,0.07,0.0125,0.1,1.5
267,259,9000,0.05,0.0125,0.1,1.5
267,282,9000,0.04,0.0125,0.1,1.5
267,286,6750,0.04,0.0125,0.1,1.5
268,296,9000,0.08,0.0125,0.1,1.5
269,231,12000,0.13,0.0125,0.1,1.5
269,264,9000,0.02,0.0125,0.1,1.5
270,252,9000,0.17,0.0125,0.1,1.5
271,257,10500,0.05,0.0125,0.1,1.5
271,266,9000,0.03,0.0125,0.1,1.5
272,25,1.50E+06,0.08,0.0125,0.1,1.5
272,306,9000,0.18,0.0125,0.1,1.5
272,307,11250,0.07,0.0125,0.1,1.5
273,256,9000,0.07,0.0125,0.1,1.5
274,234,12000,0.11,0.0125,0.1,1.5
274,253,13500,0.21,0.0125,0.1,1.5
275,227,31500,0.14,0.0125,0.1,1.5
276,213,9000,0.16,0.0125,0.1,1.5
277,299,11250,0.05,0.0125,0.1,1.5
278,235,7500,0.15,0.0125,0.1,1.5
278,325,9000,0.1,0.0125,0.1,1.5
279,269,12000,0.05,0.0125,0.1,1.5
279,285,12000,0.05,0.0125,0.1,1.5
280,264,9000,0.07,0.0125,0.1,1.5
281,255,11250,0.05,0.0125,0.1,1.5
281,329,11250,0.1,0.0125,0.1,1.5
282,267,9000,0.04,0.0125,0.1,1.5
282,290,9000,0.05,0.0125,0.1,1.5
283,259,11250,0.11,0.0125,0.1,1.5
284,37,1.50E+06,2.02,0.0125,0.1,1.5
284,51,1.50E+06,0.45,0.0125,0.1,1.5
284,288,9000,0.08,0.0125,0.1,1.5
285,279,12000,0.05,0.0125,0.1,1.5
285,293,12000,0.12,0.0125,0.1,1.5
286,287,6750,0.04,0.0125,0.1,1.5
286,297,22500,0.02,0.0125,0.1,1.5
287,35,1.50E+06,0.55,0.0125,0.1,1.5
287,291,12000,0.12,0.0125,0.1,1.5
287,297,12000,0.05,0.0125,0.1,1.5
288,261,9000,0.1,0.0125,0.1,1.5
288,284,9000,0.08,0.0125,0.1,1.5
288,312,10500,0.13,0.0125,0.1,1.5
288,337,9000,0.1,0.0125,0.1,1.5
289,320,9000,0.08,0.0125,0.1,1.5
289,335,9000,0.16,0.0125,0.1,1.5
290,298,11250,0.04,0.0125,0.1,1.5
291,287,12000,0.12,0.0125,0.1,1.5
291,301,13500,0.07,0.0125,0.1,1.5
291,316,9000,0.08,0.0125,0.1,1.5
292,282,6750,0.03,0.0125,0.1,1.5
292,286,6750,0.04,0.0125,0.1,1.5
292,290,6750,0.05,0.0125,0.1,1.5
293,262,11250,0.07,0.0125,0.1,1.5
293,285,12000,0.12,0.0125,0.1,1.5
293,303,12000,0.09,0.0125,0.1,1.5
294,318,10500,0.07,0.0125,0.1,1.5
295,250,13500,0.1,0.0125,0.1,1.5
295,270,9000,0.15,0.0125,0.1,1.5
295,326,13500,0.07,0.0125,0.1,1.5
296,261,9000,0.12,0.0125,0.1,1.5
296,312,10500,0.06,0.0125,0.1,1.5
297,292,22500,0.03,0.0125,0.1,1.5
297,308,12000,0.05,0.0125,0.1,1.5
298,314,11250,0.12,0.0125,0.1,1.5
299,323,11250,0.07,0.0125,0.1,1.5
300,276,9000,0.05,0.0125,0.1,1.5
301,263,9000,0.11,0.0125,0.1,1.5
301,291,13500,0.07,0.0125,0.1,1.5
301,311,13500,0.08,0.0125,0.1,1.5
302,234,14250,0.15,0.0125,0.1,1.5
302,321,14250,0.05,0.0125,0.1,1.5
303,265,9000,0.08,0.0125,0.1,1.5
303,293,12000,0.09,0.0125,0.1,1.5
303,307,12000,0.1,0.0125,0.1,1.5
304,1,1.50E+06,0.33,0.0125,0.1,1.5
304,395,13500,0.15,0.0125,0.1,1.5
305,283,11250,0.11,0.0125,0.1,1.5
306,310,9000,0.06,0.0125,0.1,1.5
307,303,12000,0.1,0.0125,0.1,1.5
307,313,12000,0.1,0.0125,0.1,1.5
307,342,11250,0.09,0.0125,0.1,1.5
308,292,6750,0.04,0.0125,0.1,1.5
308,343,13500,0.08,0.0125,0.1,1.5
309,305,11250,0.06,0.0125,0.1,1.5
310,326,9000,0.07,0.0125,0.1,1.5
311,301,13500,0.08,0.0125,0.1,1.5
311,320,13500,0.06,0.0125,0.1,1.5
312,288,9000,0.13,0.0125,0.1,1.5
312,348,13500,0.13,0.0125,0.1,1.5
312,351,9000,0.11,0.0125,0.1,1.5
313,307,12000,0.1,0.0125,0.1,1.5
313,327,12000,0.06,0.0125,0.1,1.5
314,339,11250,0.06,0.0125,0.1,1.5
315,309,11250,0.06,0.0125,0.1,1.5
316,301,9000,0.05,0.0125,0.1,1.5
317,325,12000,0.05,0.0125,0.1,1.5
317,366,9000,0.11,0.0125,0.1,1.5
318,346,10500,0.06,0.0125,0.1,1.5
319,300,9000,0.06,0.0125,0.1,1.5
319,322,10500,0.12,0.0125,0.1,1.5
320,311,13500,0.06,0.0125,0.1,1.5
320,340,13500,0.07,0.0125,0.1,1.5
320,356,9000,0.08,0.0125,0.1,1.5
321,358,14250,0.1,0.0125,0.1,1.5
322,27,1.50E+06,0.22,0.0125,0.1,1.5
322,319,10500,0.12,0.0125,0.1,1.5
322,323,10500,0.05,0.0125,0.1,1.5
322,359,4500,0.1,0.0125,0.1,1.5
323,322,10500,0.05,0.0125,0.1,1.5
323,324,12000,0.05,0.0125,0.1,1.5
323,359,11250,0.11,0.0125,0.1,1.5
324,278,11250,0.11,0.0125,0.1,1.5
324,323,12000,0.05,0.0125,0.1,1.5
324,325,12000,0.05,0.0125,0.1,1.5
325,295,9000,0.19,0.0125,0.1,1.5
325,324,12000,0.05,0.0125,0.1,1.5
326,295,13500,0.07,0.0125,0.1,1.5
326,327,12000,0.15,0.0125,0.1,1.5
326,336,12000,0.1,0.0125,0.1,1.5
326,373,13500,0.13,0.0125,0.1,1.5
327,313,12000,0.06,0.0125,0.1,1.5
327,326,12000,0.15,0.0125,0.1,1.5
328,293,11250,0.07,0.0125,0.1,1.5
329,281,11250,0.1,0.0125,0.1,1.5
329,330,9000,0.05,0.0125,0.1,1.5
329,361,11250,0.1,0.0125,0.1,1.5
330,331,9000,0.1,0.0125,0.1,1.5
331,236,9000,0.2,0.0125,0.1,1.5
331,332,9000,0.05,0.0125,0.1,1.5
332,333,9000,0.1,0.0125,0.1,1.5
333,334,9000,0.1,0.0125,0.1,1.5
333,362,9000,0.1,0.0125,0.1,1.5
334,273,9000,0.1,0.0125,0.1,1.5
334,346,9000,0.16,0.0125,0.1,1.5
335,271,10500,0.11,0.0125,0.1,1.5
336,317,12000,0.05,0.0125,0.1,1.5
337,288,9000,0.1,0.0125,0.1,1.5
337,351,9000,0.11,0.0125,0.1,1.5
337,379,9000,0.13,0.0125,0.1,1.5
338,296,9000,0.11,0.0125,0.1,1.5
338,315,11250,0.07,0.0125,0.1,1.5
339,347,11250,0.09,0.0125,0.1,1.5
340,320,13500,0.07,0.0125,0.1,1.5
340,350,13500,0.07,0.0125,0.1,1.5
341,275,31500,0.14,0.0125,0.1,1.5
342,377,11250,0.09,0.0125,0.1,1.5
343,308,12000,0.08,0.0125,0.1,1.5
343,397,13500,0.1,0.0125,0.1,1.5
344,303,9000,0.1,0.0125,0.1,1.5
345,328,11250,0.05,0.0125,0.1,1.5
346,354,13500,0.04,0.0125,0.1,1.5
346,357,10500,0.04,0.0125,0.1,1.5
347,338,9000,0.06,0.0125,0.1,1.5
347,364,11250,0.09,0.0125,0.1,1.5
348,312,10500,0.13,0.0125,0.1,1.5
348,363,13500,0.11,0.0125,0.1,1.5
349,404,31500,0.16,0.0125,0.1,1.5
350,335,10500,0.06,0.0125,0.1,1.5
350,340,13500,0.07,0.0125,0.1,1.5
350,346,10500,0.04,0.0125,0.1,1.5
351,29,1.50E+06,0.55,0.0125,0.1,1.5
351,365,9000,0.08,0.0125,0.1,1.5
351,369,10500,0.1,0.0125,0.1,1.5
352,338,11250,0.07,0.0125,0.1,1.5
353,319,9000,0.07,0.0125,0.1,1.5
354,370,13500,0.13,0.0125,0.1,1.5
355,32,1.50E+06,0.16,0.0125,0.1,1.5
355,316,9000,0.09,0.0125,0.1,1.5
355,356,9000,0.17,0.0125,0.1,1.5
356,385,9000,0.12,0.0125,0.1,1.5
356,403,9000,0.12,0.0125,0.1,1.5
357,350,10500,0.04,0.0125,0.1,1.5
357,396,13500,0.07,0.0125,0.1,1.5
358,302,14250,0.15,0.0125,0.1,1.5
358,405,14250,0.11,0.0125,0.1,1.5
359,360,4500,0.05,0.0125,0.1,1.5
359,399,11250,0.06,0.0125,0.1,1.5
360,324,11250,0.11,0.0125,0.1,1.5
360,470,7500,0.23,0.0125,0.1,1.5
361,329,11250,0.1,0.0125,0.1,1.5
361,389,11250,0.05,0.0125,0.1,1.5
362,393,9000,0.05,0.0125,0.1,1.5
363,348,13500,0.11,0.0125,0.1,1.5
363,368,9000,0.09,0.0125,0.1,1.5
363,400,9000,0.09,0.0125,0.1,1.5
363,408,13500,0.14,0.0125,0.1,1.5
364,398,11250,0.07,0.0125,0.1,1.5
365,379,9000,0.06,0.0125,0.1,1.5
366,427,9000,0.14,0.0125,0.1,1.5
367,341,31500,0.09,0.0125,0.1,1.5
368,347,7500,0.14,0.0125,0.1,1.5
368,397,9000,0.18,0.0125,0.1,1.5
369,352,11250,0.08,0.0125,0.1,1.5
369,398,10500,0.06,0.0125,0.1,1.5
370,334,9000,0.12,0.0125,0.1,1.5
370,394,13500,0.06,0.0125,0.1,1.5
371,357,13500,0.13,0.0125,0.1,1.5
372,26,1.50E+06,0.15,0.0125,0.1,1.5
372,324,9000,0.14,0.0125,0.1,1.5
373,26,1.50E+06,0.35,0.0125,0.1,1.5
373,326,13500,0.13,0.0125,0.1,1.5
373,406,13500,0.07,0.0125,0.1,1.5
374,376,9000,0.07,0.0125,0.1,1.5
375,374,9000,0.03,0.0125,0.1,1.5
376,25,1.50E+06,0.29,0.0125,0.1,1.5
376,373,9000,0.12,0.0125,0.1,1.5
377,375,9000,0.08,0.0125,0.1,1.5
377,419,11250,0.08,0.0125,0.1,1.5
378,24,1.50E+06,0.21,0.0125,0.1,1.5
378,382,11250,0.1,0.0125,0.1,1.5
379,337,9000,0.13,0.0125,0.1,1.5
379,435,9000,0.11,0.0125,0.1,1.5
380,384,11250,0.08,0.0125,0.1,1.5
380,421,9000,0.09,0.0125,0.1,1.5
381,344,9000,0.09,0.0125,0.1,1.5
381,377,10500,0.08,0.0125,0.1,1.5
382,345,11250,0.09,0.0125,0.1,1.5
382,381,11250,0.1,0.0125,0.1,1.5
383,378,11250,0.06,0.0125,0.1,1.5
384,383,11250,0.04,0.0125,0.1,1.5
385,350,12000,0.1,0.0125,0.1,1.5
386,369,11250,0.07,0.0125,0.1,1.5
387,353,9000,0.09,0.0125,0.1,1.5
388,27,1.50E+06,0.11,0.0125,0.1,1.5
388,387,9000,0.05,0.0125,0.1,1.5
389,24,1.50E+06,0.26,0.0125,0.1,1.5
389,361,11250,0.05,0.0125,0.1,1.5
389,380,11250,0.12,0.0125,0.1,1.5
390,389,11250,0.05,0.0125,0.1,1.5
391,331,9000,0.15,0.0125,0.1,1.5
391,390,11250,0.1,0.0125,0.1,1.5
392,391,11250,0.05,0.0125,0.1,1.5
393,23,1.50E+06,0.23,0.0125,0.1,1.5
393,392,11250,0.1,0.0125,0.1,1.5
394,393,11250,0.05,0.0125,0.1,1.5
394,418,13500,0.12,0.0125,0.1,1.5
395,370,9000,0.03,0.0125,0.1,1.5
395,371,13500,0.05,0.0125,0.1,1.5
396,425,13500,0.09,0.0125,0.1,1.5
397,32,1.50E+06,0.16,0.0125,0.1,1.5
397,343,13500,0.1,0.0125,0.1,1.5
397,355,9000,0.26,0.0125,0.1,1.5
397,438,13500,0.13,0.0125,0.1,1.5
398,400,9000,0.08,0.0125,0.1,1.5
398,410,11250,0.09,0.0125,0.1,1.5
399,388,9000,0.07,0.0125,0.1,1.5
399,424,11250,0.08,0.0125,0.1,1.5
400,363,7500,0.09,0.0125,0.1,1.5
400,458,9000,0.2,0.0125,0.1,1.5
401,360,11250,0.09,0.0125,0.1,1.5
402,29,1.50E+06,0.67,0.0125,0.1,1.5
402,386,11250,0.07,0.0125,0.1,1.5
403,32,1.50E+06,0.24,0.0125,0.1,1.5
403,446,9000,0.1,0.0125,0.1,1.5
404,448,31500,0.11,0.0125,0.1,1.5
405,358,14250,0.11,0.0125,0.1,1.5
405,440,14250,0.08,0.0125,0.1,1.5
406,373,13500,0.07,0.0125,0.1,1.5
406,407,9000,0.1,0.0125,0.1,1.5
406,442,13500,0.08,0.0125,0.1,1.5
407,25,1.50E+06,0.34,0.0125,0.1,1.5
407,409,9000,0.04,0.0125,0.1,1.5
408,363,13500,0.14,0.0125,0.1,1.5
408,452,13500,0.14,0.0125,0.1,1.5
409,411,9000,0.05,0.0125,0.1,1.5
410,434,11250,0.09,0.0125,0.1,1.5
411,419,9000,0.09,0.0125,0.1,1.5
412,381,9000,0.07,0.0125,0.1,1.5
412,420,11250,0.04,0.0125,0.1,1.5
413,382,11250,0.07,0.0125,0.1,1.5
413,415,11250,0.05,0.0125,0.1,1.5
414,23,1.50E+06,0.3,0.0125,0.1,1.5
414,391,9000,0.07,0.0125,0.1,1.5
414,418,9000,0.1,0.0125,0.1,1.5
415,24,1.50E+06,0.3,0.0125,0.1,1.5
415,416,11250,0.11,0.0125,0.1,1.5
416,423,11250,0.05,0.0125,0.1,1.5
417,422,11250,0.05,0.0125,0.1,1.5
418,304,9000,0.04,0.0125,0.1,1.5
418,439,13500,0.12,0.0125,0.1,1.5
419,412,10500,0.09,0.0125,0.1,1.5
419,472,11250,0.11,0.0125,0.1,1.5
420,413,10500,0.04,0.0125,0.1,1.5
421,417,11250,0.04,0.0125,0.1,1.5
421,487,9000,0.14,0.0125,0.1,1.5
422,389,11250,0.07,0.0125,0.1,1.5
422,414,11250,0.15,0.0125,0.1,1.5
423,421,10500,0.11,0.0125,0.1,1.5
424,441,11250,0.08,0.0125,0.1,1.5
425,1,1.50E+06,0.32,0.0125,0.1,1.5
425,444,13500,0.05,0.0125,0.1,1.5
426,385,13500,0.1,0.0125,0.1,1.5
427,26,1.50E+06,0.2,0.0125,0.1,1.5
427,450,7500,0.07,0.0125,0.1,1.5
428,355,9000,0.18,0.0125,0.1,1.5
429,367,31500,0.17,0.0125,0.1,1.5
430,401,11250,0.09,0.0125,0.1,1.5
431,372,9000,0.12,0.0125,0.1,1.5
432,304,13500,0.04,0.0125,0.1,1.5
432,451,9000,0.07,0.0125,0.1,1.5
433,395,11250,0.1,0.0125,0.1,1.5
434,445,9000,0.05,0.0125,0.1,1.5
434,456,11250,0.07,0.0125,0.1,1.5
435,379,9000,0.11,0.0125,0.1,1.5
435,402,11250,0.11,0.0125,0.1,1.5
435,456,9000,0.07,0.0125,0.1,1.5
436,428,9000,0.03,0.0125,0.1,1.5
436,437,9000,0.11,0.0125,0.1,1.5
437,438,9000,0.09,0.0125,0.1,1.5
438,397,13500,0.13,0.0125,0.1,1.5
438,452,13500,0.03,0.0125,0.1,1.5
439,414,9000,0.06,0.0125,0.1,1.5
439,459,13500,0.1,0.0125,0.1,1.5
440,341,13500,0.26,0.0125,0.1,1.5
440,405,14250,0.08,0.0125,0.1,1.5
440,475,14250,0.07,0.0125,0.1,1.5
441,26,1.50E+06,0.18,0.0125,0.1,1.5
442,457,10500,0.02,0.0125,0.1,1.5
443,406,10500,0.1,0.0125,0.1,1.5
443,442,10500,0.04,0.0125,0.1,1.5
444,499,13500,0.11,0.0125,0.1,1.5
445,458,9000,0.04,0.0125,0.1,1.5
446,436,9000,0.2,0.0125,0.1,1.5
446,517,9000,0.12,0.0125,0.1,1.5
447,426,13500,0.06,0.0125,0.1,1.5
447,446,9000,0.13,0.0125,0.1,1.5
448,477,13500,0.11,0.0125,0.1,1.5
448,525,31500,0.18,0.0125,0.1,1.5
449,430,11250,0.07,0.0125,0.1,1.5
450,457,13500,0.15,0.0125,0.1,1.5
450,468,13500,0.08,0.0125,0.1,1.5
450,491,7500,0.03,0.0125,0.1,1.5
451,476,9000,0.05,0.0125,0.1,1.5
452,408,13500,0.14,0.0125,0.1,1.5
452,438,13500,0.03,0.0125,0.1,1.5
452,453,9000,0.2,0.0125,0.1,1.5
452,462,13500,0.05,0.0125,0.1,1.5
452,570,13500,0.25,0.0125,0.1,1.5
453,454,9000,0.05,0.0125,0.1,1.5
454,458,9000,0.19,0.0125,0.1,1.5
454,489,10500,0.05,0.0125,0.1,1.5
455,445,9000,0.03,0.0125,0.1,1.5
456,435,9000,0.07,0.0125,0.1,1.5
456,490,9000,0.05,0.0125,0.1,1.5
456,494,9000,0.13,0.0125,0.1,1.5
457,450,13500,0.15,0.0125,0.1,1.5
457,460,10500,0.04,0.0125,0.1,1.5
458,400,9000,0.2,0.0125,0.1,1.5
458,534,11250,0.15,0.0125,0.1,1.5
459,488,13500,0.07,0.0125,0.1,1.5
460,443,10500,0.03,0.0125,0.1,1.5
460,480,13500,0.03,0.0125,0.1,1.5
460,481,13500,0.11,0.0125,0.1,1.5
461,463,13500,0.09,0.0125,0.1,1.5
462,452,13500,0.05,0.0125,0.1,1.5
462,492,13500,0.07,0.0125,0.1,1.5
463,467,13500,0.05,0.0125,0.1,1.5
464,461,13500,0.06,0.0125,0.1,1.5
465,412,9000,0.11,0.0125,0.1,1.5
465,472,13500,0.1,0.0125,0.1,1.5
466,465,13500,0.04,0.0125,0.1,1.5
467,413,11250,0.11,0.0125,0.1,1.5
467,466,13500,0.05,0.0125,0.1,1.5
468,431,9000,0.07,0.0125,0.1,1.5
468,450,13500,0.08,0.0125,0.1,1.5
468,470,13500,0.08,0.0125,0.1,1.5
469,443,13500,0.11,0.0125,0.1,1.5
469,481,9000,0.02,0.0125,0.1,1.5
470,468,13500,0.08,0.0125,0.1,1.5
470,474,13500,0.08,0.0125,0.1,1.5
470,507,7500,0.02,0.0125,0.1,1.5
471,469,13500,0.06,0.0125,0.1,1.5
472,471,13500,0.05,0.0125,0.1,1.5
472,621,7500,0.03,0.0125,0.1,1.5
473,432,13500,0.21,0.0125,0.1,1.5
474,401,9000,0.16,0.0125,0.1,1.5
474,470,13500,0.08,0.0125,0.1,1.5
474,493,13500,0.13,0.0125,0.1,1.5
475,440,14250,0.07,0.0125,0.1,1.5
475,502,14250,0.06,0.0125,0.1,1.5
475,526,13500,0.15,0.0125,0.1,1.5
476,512,9000,0.06,0.0125,0.1,1.5
477,501,13500,0.11,0.0125,0.1,1.5
478,429,31500,0.11,0.0125,0.1,1.5
478,479,13500,0.05,0.0125,0.1,1.5
479,440,13500,0.09,0.0125,0.1,1.5
480,460,13500,0.03,0.0125,0.1,1.5
480,509,13500,0.05,0.0125,0.1,1.5
481,519,9000,0.09,0.0125,0.1,1.5
481,621,13500,0.11,0.0125,0.1,1.5
482,483,13500,0.1,0.0125,0.1,1.5
482,510,10500,0.05,0.0125,0.1,1.5
483,467,9000,0.03,0.0125,0.1,1.5
483,484,13500,0.05,0.0125,0.1,1.5
484,485,13500,0.1,0.0125,0.1,1.5
485,486,13500,0.1,0.0125,0.1,1.5
486,4,1.50E+06,0.36,0.0125,0.1,1.5
486,464,13500,0.06,0.0125,0.1,1.5
486,487,13500,0.1,0.0125,0.1,1.5
487,486,13500,0.1,0.0125,0.1,1.5
487,488,13500,0.05,0.0125,0.1,1.5
487,496,11250,0.04,0.0125,0.1,1.5
488,24,1.50E+06,0.43,0.0125,0.1,1.5
488,422,11250,0.13,0.0125,0.1,1.5
488,473,13500,0.06,0.0125,0.1,1.5
488,487,13500,0.05,0.0125,0.1,1.5
489,454,10500,0.05,0.0125,0.1,1.5
489,571,10500,0.2,0.0125,0.1,1.5
490,455,9000,0.07,0.0125,0.1,1.5
490,456,9000,0.05,0.0125,0.1,1.5
490,500,13500,0.05,0.0125,0.1,1.5
491,508,9000,0.07,0.0125,0.1,1.5
491,789,11250,0.11,0.0125,0.1,1.5
492,462,13500,0.07,0.0125,0.1,1.5
492,515,10500,0.13,0.0125,0.1,1.5
493,474,13500,0.13,0.0125,0.1,1.5
493,503,13500,0.14,0.0125,0.1,1.5
493,504,9000,0.03,0.0125,0.1,1.5
494,456,9000,0.13,0.0125,0.1,1.5
494,514,9000,0.1,0.0125,0.1,1.5
494,522,11250,0.09,0.0125,0.1,1.5
495,468,7500,0.02,0.0125,0.1,1.5
495,491,11250,0.07,0.0125,0.1,1.5
496,487,11250,0.04,0.0125,0.1,1.5
496,532,11250,0.06,0.0125,0.1,1.5
497,447,13500,0.09,0.0125,0.1,1.5
498,499,9000,0.1,0.0125,0.1,1.5
499,531,13500,0.06,0.0125,0.1,1.5
500,490,13500,0.05,0.0125,0.1,1.5
500,521,13500,0.05,0.0125,0.1,1.5
501,524,13500,0.05,0.0125,0.1,1.5
501,525,13500,0.11,0.0125,0.1,1.5
502,475,14250,0.06,0.0125,0.1,1.5
502,550,14250,0.11,0.0125,0.1,1.5
503,493,13500,0.14,0.0125,0.1,1.5
503,527,13500,0.07,0.0125,0.1,1.5
504,505,11250,0.05,0.0125,0.1,1.5
505,506,11250,0.07,0.0125,0.1,1.5
506,474,7500,0.03,0.0125,0.1,1.5
506,507,11250,0.08,0.0125,0.1,1.5
507,495,11250,0.09,0.0125,0.1,1.5
507,540,9000,0.13,0.0125,0.1,1.5
508,535,9000,0.06,0.0125,0.1,1.5
509,480,13500,0.05,0.0125,0.1,1.5
509,529,13500,0.05,0.0125,0.1,1.5
510,511,9000,0.1,0.0125,0.1,1.5
511,530,10500,0.07,0.0125,0.1,1.5
512,513,9000,0.1,0.0125,0.1,1.5
512,533,9000,0.06,0.0125,0.1,1.5
513,1,1.50E+06,0.11,0.0125,0.1,1.5
513,433,11250,0.16,0.0125,0.1,1.5
513,498,9000,0.1,0.0125,0.1,1.5
514,30,1.50E+06,0.29,0.0125,0.1,1.5
514,494,9000,0.1,0.0125,0.1,1.5
515,436,9000,0.14,0.0125,0.1,1.5
515,492,13500,0.13,0.0125,0.1,1.5
515,537,13500,0.13,0.0125,0.1,1.5
516,512,9000,0.04,0.0125,0.1,1.5
517,539,9000,0.06,0.0125,0.1,1.5
518,516,9000,0.11,0.0125,0.1,1.5
519,586,9000,0.17,0.0125,0.1,1.5
520,513,11250,0.04,0.0125,0.1,1.5
521,500,13500,0.05,0.0125,0.1,1.5
521,522,11250,0.1,0.0125,0.1,1.5
521,560,13500,0.11,0.0125,0.1,1.5
522,494,11250,0.09,0.0125,0.1,1.5
522,573,11250,0.1,0.0125,0.1,1.5
523,518,9000,0.05,0.0125,0.1,1.5
524,501,13500,0.05,0.0125,0.1,1.5
524,543,13500,0.05,0.0125,0.1,1.5
525,578,31500,0.13,0.0125,0.1,1.5
526,475,13500,0.15,0.0125,0.1,1.5
526,479,13500,0.11,0.0125,0.1,1.5
526,562,13500,0.11,0.0125,0.1,1.5
527,503,13500,0.07,0.0125,0.1,1.5
527,545,13500,0.11,0.0125,0.1,1.5
528,504,11250,0.1,0.0125,0.1,1.5
528,564,11250,0.13,0.0125,0.1,1.5
529,509,13500,0.05,0.0125,0.1,1.5
529,548,13500,0.05,0.0125,0.1,1.5
530,483,10500,0.11,0.0125,0.1,1.5
530,565,10500,0.1,0.0125,0.1,1.5
531,551,10500,0.07,0.0125,0.1,1.5
532,496,11250,0.06,0.0125,0.1,1.5
532,536,9000,0.08,0.0125,0.1,1.5
532,588,10500,0.15,0.0125,0.1,1.5
533,568,9000,0.1,0.0125,0.1,1.5
534,521,9000,0.11,0.0125,0.1,1.5
534,575,11250,0.1,0.0125,0.1,1.5
535,538,11250,0.09,0.0125,0.1,1.5
535,576,9000,0.11,0.0125,0.1,1.5
536,1,1.50E+06,0.39,0.0125,0.1,1.5
536,473,9000,0.13,0.0125,0.1,1.5
536,523,9000,0.09,0.0125,0.1,1.5
537,515,13500,0.13,0.0125,0.1,1.5
537,539,13500,0.05,0.0125,0.1,1.5
537,557,9000,0.08,0.0125,0.1,1.5
538,495,7500,0.14,0.0125,0.1,1.5
538,540,11250,0.08,0.0125,0.1,1.5
539,537,13500,0.05,0.0125,0.1,1.5
539,552,13500,0.15,0.0125,0.1,1.5
540,547,11250,0.08,0.0125,0.1,1.5
541,518,9000,0.06,0.0125,0.1,1.5
542,515,7500,0.08,0.0125,0.1,1.5
543,524,13500,0.05,0.0125,0.1,1.5
543,561,13500,0.05,0.0125,0.1,1.5
544,478,31500,0.18,0.0125,0.1,1.5
545,526,13500,0.07,0.0125,0.1,1.5
545,527,13500,0.11,0.0125,0.1,1.5
545,562,13500,0.11,0.0125,0.1,1.5
546,528,11250,0.1,0.0125,0.1,1.5
546,585,11250,0.08,0.0125,0.1,1.5
547,506,7500,0.14,0.0125,0.1,1.5
547,554,11250,0.11,0.0125,0.1,1.5
548,529,13500,0.05,0.0125,0.1,1.5
548,535,11250,0.16,0.0125,0.1,1.5
548,599,13500,0.15,0.0125,0.1,1.5
549,516,9000,0.1,0.0125,0.1,1.5
550,502,14250,0.11,0.0125,0.1,1.5
550,546,13500,0.12,0.0125,0.1,1.5
550,579,14250,0.06,0.0125,0.1,1.5
550,591,13500,0.12,0.0125,0.1,1.5
551,555,9000,0.15,0.0125,0.1,1.5
551,569,10500,0.03,0.0125,0.1,1.5
552,497,13500,0.13,0.0125,0.1,1.5
552,539,13500,0.15,0.0125,0.1,1.5
552,551,10500,0.03,0.0125,0.1,1.5
553,530,9000,0.08,0.0125,0.1,1.5
554,564,11250,0.1,0.0125,0.1,1.5
555,520,11250,0.09,0.0125,0.1,1.5
555,568,9000,0.1,0.0125,0.1,1.5
556,33,1.50E+06,0.46,0.0125,0.1,1.5
556,570,9000,0.08,0.0125,0.1,1.5
557,574,9000,0.12,0.0125,0.1,1.5
557,610,9000,0.15,0.0125,0.1,1.5
558,552,10500,0.03,0.0125,0.1,1.5
558,557,9000,0.19,0.0125,0.1,1.5
559,556,9000,0.07,0.0125,0.1,1.5
560,521,13500,0.11,0.0125,0.1,1.5
560,609,13500,0.14,0.0125,0.1,1.5
561,543,13500,0.05,0.0125,0.1,1.5
561,562,13500,0.15,0.0125,0.1,1.5
