from,to,demand
49,213,300
49,217,300
49,220,4800
49,224,600
49,228,300
49,231,600
49,233,300
49,237,300
49,238,6900
49,239,1200
49,240,1500.000001
49,241,300
49,244,300
50,1,300
50,2,300
50,8,300
50,9,300
50,11,300
50,20,300
50,25,300
50,26,300
50,31,300
50,34,300
50,41,600
50,45,300
50,49,2400
50,51,900
50,58,300
50,65,900
50,66,600
50,67,900
50,68,300
50,70,300
50,72,900
50,75,300
50,76,300
50,89,300
50,90,300
50,99,2700
50,157,300
50,158,600
50,159,600
50,162,300
50,163,300
50,167,1800
50,168,900
50,169,1200
50,172,300
50,173,6600
50,174,8700
50,175,600
50,176,300
50,177,300
50,178,3000
50,179,300
50,180,7500.000001
50,181,300
50,183,300
50,184,600
50,185,8400
50,186,1500.000001
50,191,600
50,192,1200
50,193,13800
50,194,6300
50,195,10800
50,196,11400
50,197,3300
50,198,4200
50,199,3000
50,200,1200
50,201,10500
50,202,900
50,203,7500.000001
50,204,2400
50,206,2400
50,207,4200
50,209,300
50,210,1500.000001
50,211,600
50,212,300
50,213,300
50,214,600
50,215,600
50,216,600
50,218,1200
50,220,15600
50,221,300
50,224,2400
50,226,300
50,227,600
50,230,300
50,231,2100
50,232,600
50,233,900
50,238,59100
50,239,3900
50,240,11400
50,244,300
51,2,300
51,9,300
51,19,300
51,25,300
51,26,300
51,33,300
51,48,300
51,49,600
51,50,900
51,52,300
51,65,300
51,66,900
51,67,1500.000001
51,70,300
51,72,300
51,74,300
51,89,300
51,128,300
51,159,600
51,167,1200
51,169,600
51,173,1200
51,174,900
51,175,900
51,176,600
51,177,300
51,178,9600
51,180,1500.000001
51,181,600
51,184,300
51,185,2700
51,186,2400
51,191,900
51,193,3300
51,194,1800
51,195,2400
51,196,3900
51,197,3000
51,198,1500.000001
51,199,1200
51,200,300
51,201,3000
51,203,2400
51,204,1200
51,205,600
51,206,900
51,207,1800
51,210,600
51,211,300
51,215,600
51,216,300
51,217,600
51,218,300
51,220,6300
51,221,300
51,222,300
51,224,1800
51,226,300
51,230,300
51,231,1200
51,232,300
51,233,300
51,238,6000
51,239,6000
51,240,18300
51,241,300
51,242,300
51,244,600
52,1,900
52,2,300
52,3,600
52,5,300
52,12,300
52,18,300
52,19,300
52,22,600
52,25,300
52,26,900
52,27,300
52,29,600
52,30,1800
52,31,1800
52,32,300
52,33,3000
52,34,3600
52,35,300
52,36,300
52,38,300
52,39,900
52,40,3000
52,41,2400
52,42,300
52,43,300
52,45,900
52,46,300
52,48,900
52,50,300
52,53,300
52,65,900
52,66,1500.000001
52,67,600
52,68,300
52,69,300
52,70,31500.00001
52,71,10800
52,72,54300
52,73,600
52,74,12000
52,75,4200
52,76,4500.000001
52,77,300
52,78,1500.000001
52,79,300
52,80,5400
52,82,300
52,83,2400
52,84,300
52,85,1500.000001
52,86,3300
52,87,2100
52,88,600
52,89,600
52,90,1500.000001
52,91,900
52,92,1500.000001
52,93,3000
52,112,8700
52,159,39300
52,164,300
52,167,300
52,168,1500.000001
52,169,900
52,170,300
52,171,600
52,174,600
52,175,9900
52,176,2400
52,177,300
52,178,900
52,180,5100
52,181,600
52,183,600
52,184,600
52,190,5100
52,191,4200
52,192,11100
52,193,5700
52,194,1800
52,195,6000
52,196,6600
52,197,3600
52,198,1800
52,199,900
52,200,600
52,201,1800
52,202,300
52,203,4500.000001
52,204,2700
52,205,300
52,206,4200
52,207,9600
52,208,900
52,209,600
52,210,2100
52,211,1200
52,212,600
52,213,300
52,214,300
52,216,300
52,217,300
52,218,900
52,219,300
52,220,17400
52,221,600
52,222,600
52,223,300
52,224,3000
52,226,900
52,228,300
52,229,600
52,230,600
52,231,3900
52,232,1500.000001
52,233,1200
52,234,300
52,235,900
52,237,1800
52,238,600
52,239,300
52,244,4500.000001
52,245,8700
53,1,600
53,2,300
53,4,300
53,8,300
53,9,300
53,10,900
53,12,600
53,13,300
53,14,300
53,17,300
53,18,300
53,22,300
53,25,300
53,34,300
53,48,300
53,50,300
53,51,300
53,54,5700
53,55,3000
53,56,300
53,57,900
53,61,300
53,64,300
53,67,300
53,70,300
53,72,600
53,74,300
53,86,300
53,125,8100
53,156,300
53,157,300
53,158,2700
53,160,300
53,161,3000
53,163,4500.000001
53,164,27600
53,165,300
53,168,3000
53,169,1800
53,174,1500.000001
53,176,600
53,178,600
53,184,300
53,185,2700
53,186,600
53,188,600
53,191,300
53,192,300
53,193,10800
53,194,2700
53,195,5700
53,196,8100
53,197,4200
53,198,6600
53,199,3300
53,200,1800
53,201,4500.000001
53,202,900
53,203,3000
53,204,600
53,206,1200
53,207,1800
53,210,1200
53,211,600
53,212,900
53,213,1500.000001
53,214,1500.000001
53,215,900
53,216,1800
53,217,1500.000001
53,218,1200
53,219,600
53,220,4500.000001
53,222,1500.000001
53,223,2700
53,224,900
53,225,11700
53,226,1200
53,227,300
53,228,1200
53,229,2400
53,230,300
53,231,2400
53,232,900
53,233,600
53,238,600
53,239,900
53,240,600
53,241,300
53,242,3000
53,243,1200
54,7,300
54,8,300
54,9,300
54,13,300
54,14,300
54,17,600
54,18,300
54,22,300
54,25,300
54,26,300
54,33,300
54,48,300
54,53,15600
54,55,1200
54,57,300
54,60,300
54,70,300
54,71,300
54,72,300
54,74,300
54,90,300
54,125,4200
54,156,300
54,157,900
54,158,1800
54,161,1800
54,163,3600
54,164,14700
54,168,2100
54,169,600
54,174,600
54,183,300
54,185,1500.000001
54,186,900
54,188,300
54,191,300
54,193,5100
54,194,1200
54,195,3600
54,196,3900
54,197,2100
54,198,1800
54,199,1500.000001
54,200,1200
54,201,2400
54,203,1800
54,204,900
54,206,900
54,207,1800
54,208,300
54,210,600
54,211,300
54,213,300
54,214,600
54,216,600
54,217,1200
54,218,900
54,219,300
54,220,2100
54,221,300
54,222,600
54,223,1200
54,224,900
54,225,6600
54,226,900
54,228,600
54,229,1500.000001
54,230,300
54,231,2400
54,233,300
54,238,600
54,241,300
54,242,3000
54,243,1200
54,245,300
55,2,300
55,7,300
55,8,300
55,9,300
55,10,600
55,11,300
55,12,600
55,13,300
55,14,300
55,16,300
55,17,600
55,18,300
55,40,300
55,52,300
55,53,14400
55,54,2700
55,56,300
55,61,300
55,65,300
55,67,600
55,72,600
55,125,4200
55,156,300
55,157,900
55,158,3300
55,161,1500.000001
55,163,1800
55,164,8700
55,168,2700
55,169,1200
55,171,3000
55,178,900
55,184,2700
55,185,1500.000001
55,186,1500.000001
55,191,600
55,193,6900
55,194,2100
55,195,3300
55,196,4800
55,197,3000
55,198,2400
55,199,1800
55,200,900
55,201,2400
55,203,1500.000001
55,204,900
55,205,300
55,206,1500.000001
55,207,1500.000001
55,210,600
55,211,600
55,212,300
55,213,1200
55,214,300
55,215,300
55,216,900
55,217,1200
55,218,1200
55,220,2700
55,222,1200
55,223,1200
55,224,600
55,225,6300
55,226,900
55,228,1200
55,229,1800
55,230,300
55,231,2700
55,232,300
55,233,600
55,234,300
55,235,300
55,239,300
55,240,300
55,241,300
55,242,1800
55,243,600
56,1,300
56,3,300
56,7,300
56,8,300
56,9,300
56,10,300
56,11,300
56,12,300
56,14,1500.000001
56,15,300
56,16,2400
56,17,4200
56,18,300
56,25,300
56,43,300
56,45,600
56,48,300
56,49,300
56,51,300
56,53,3000
56,54,900
56,55,600
56,57,300
56,58,300
56,60,300
56,61,300
56,64,300
56,66,600
56,67,300
56,70,300
56,72,300
56,90,300
56,126,4800
56,157,1800
56,158,4200
56,161,3900
56,163,1800
56,164,3000
56,168,1200
56,169,900
56,171,4200
56,174,300
56,176,300
56,180,300
56,184,1200
56,185,1800
56,186,1200
56,188,2100
56,191,300
56,192,300
56,193,3300
56,194,1200
56,195,4200
56,196,3600
56,197,2400
56,198,2100
56,199,1500.000001
56,200,600
56,201,1500.000001
56,202,300
56,203,900
56,204,600
56,206,2100
56,207,1500.000001
56,208,300
56,210,1500.000001
56,211,900
56,212,600
56,213,600
56,214,300
56,215,300
56,216,600
56,217,300
56,218,600
56,220,3300
56,222,5700
56,223,300
56,224,300
56,225,1500.000001
56,226,6300
56,227,900
56,228,8100
56,229,4200
56,230,300
56,231,2700
56,232,300
56,233,900
56,234,300
56,237,300
56,238,300
56,239,300
56,240,300
56,241,8700
56,242,8100
56,243,3900
57,2,300
57,3,300
57,6,300
57,8,300
57,9,300
57,10,300
57,12,300
57,13,300
57,14,300
57,16,300
57,17,300
57,19,300
57,21,300
57,22,300
57,26,300
57,34,300
57,37,300
57,53,4200
57,54,1200
57,55,300
57,56,600
57,58,900
57,59,300
57,61,300
57,65,300
57,66,600
57,67,300
57,72,300
57,74,300
57,126,7200
57,157,2100
57,158,2700
57,161,2700
57,163,17100
57,164,300
57,168,1200
57,169,600
57,174,600
57,185,900
57,186,300
57,193,4500.000001
57,194,1200
57,195,1800
57,196,4200
57,197,1800
57,198,2400
57,199,900
57,200,900
57,201,1200
57,203,600
57,204,600
57,206,300
57,207,1200
57,210,900
57,211,300
57,212,300
57,213,600
57,214,600
57,215,300
57,216,1200
57,217,900
57,218,1200
57,220,1800
57,222,900
57,223,1200
57,225,4200
57,226,900
57,227,300
57,228,1200
57,229,2100
57,231,1500.000001
57,232,600
57,233,600
57,238,300
57,239,300
57,240,300
57,241,1800
57,242,5700
57,243,2700
57,244,300
58,1,300
58,8,300
58,9,600
58,14,300
58,16,300
58,17,600
58,19,300
58,22,300
58,38,300
58,41,300
58,48,300
58,53,1800
58,54,300
58,55,300
58,56,300
58,57,2700
58,59,300
58,66,900
58,67,600
58,70,300
58,72,300
58,126,5400
58,157,1500.000001
58,158,1800
58,161,2100
58,163,8400
58,164,1800
58,168,1500.000001
58,169,300
58,174,600
58,176,300
58,178,300
58,185,600
58,186,600
58,188,1800
58,191,300
58,193,3600
58,194,900
58,195,1500.000001
58,196,2700
58,197,1800
58,198,2100
58,199,600
58,200,300
58,201,2100
58,202,300
58,203,900
58,204,600
58,205,300
58,206,900
58,207,600
58,210,600
58,211,300
58,212,300
58,214,300
58,215,300
58,216,300
58,217,300
58,218,300
58,220,2400
58,222,1200
58,223,600
58,224,300
58,225,2400
58,226,900
58,228,600
58,229,2100
58,230,300
58,231,1800
58,232,300
58,233,600
58,234,300
58,239,300
58,241,1800
58,242,6600
58,243,3000
59,3,300
59,7,300
59,8,300
59,9,300
59,10,300
59,16,600
59,17,600
59,18,300
59,26,300
59,30,300
59,41,300
59,53,1200
59,54,300
59,55,300
59,56,300
59,60,300
59,61,300
59,62,300
59,66,300
59,67,300
59,127,2100
59,157,2100
59,158,2700
59,161,2100
59,163,3000
59,164,900
59,168,600
59,169,600
59,175,300
59,182,1200
59,184,300
59,185,3900
59,186,600
59,187,600
59,188,3300
59,192,300
59,193,2100
59,194,600
59,195,3000
59,196,3300
59,197,1200
59,198,1200
59,199,900
59,200,600
59,201,1200
59,203,900
59,204,600
59,205,300
59,206,1200
59,207,1800
59,210,300
59,211,300
59,212,300
59,213,600
59,214,300
59,216,300
59,217,600
59,218,600
59,220,2400
59,222,600
59,225,600
59,226,1200
59,227,600
59,228,2700
59,229,1200
59,231,900
59,232,300
59,235,300
59,237,300
59,238,600
59,239,300
59,240,300
59,241,2400
59,242,21000
59,243,6900
60,3,300
60,14,300
60,16,600
60,17,600
60,19,300
60,20,300
60,22,600
60,34,300
60,41,300
60,45,300
60,53,1500.000001
60,54,300
60,55,300
60,56,300
60,59,300
60,61,5700
60,63,600
60,64,1500.000001
60,67,300
60,132,2400
60,157,9900
60,158,32700
60,164,600
60,167,300
60,168,1500.000001
60,169,900
60,171,600
60,174,600
60,175,300
60,176,300
60,178,300
60,182,600
60,184,300
60,185,3600
60,186,600
60,187,11700
60,188,4500.000001
60,193,3300
60,194,1200
60,195,3600
60,196,2700
60,197,2400
60,198,2400
60,199,600
60,200,300
60,201,900
60,202,300
60,203,900
60,204,900
60,206,600
60,207,1500.000001
60,210,1200
60,212,600
60,213,300
60,215,300
60,216,300
60,217,600
60,218,600
60,219,300
60,220,3000
60,221,300
60,222,1500.000001
60,223,300
60,225,900
60,226,1500.000001
60,227,300
60,228,2400
60,229,1800
60,230,600
60,231,2400
60,232,300
60,233,600
60,234,600
60,237,300
60,240,1500.000001
60,241,1200
60,242,14400
60,243,33000
61,2,300
61,5,300
61,9,300
61,10,600
61,11,300
61,13,300
61,16,600
61,17,300
61,18,300
61,21,300
61,25,300
61,26,300
61,41,300
61,43,300
61,45,300
61,53,1500.000001
61,54,300
61,55,300
61,56,600
61,59,300
61,60,4800
61,63,600
61,64,2100
61,74,300
61,75,300
61,90,300
61,132,3900
61,157,10500
61,158,15600
61,168,900
61,169,600
61,174,600
61,176,300
61,177,300
61,182,2100
61,184,1500.000001
61,185,2700
61,187,3900
61,188,6300
61,190,300
61,192,300
61,193,3600
61,194,1200
61,195,3000
61,196,4200
61,197,1800
61,198,2700
61,199,1200
61,200,300
61,201,1500.000001
61,202,300
61,203,1500.000001
61,204,900
61,206,1200
61,207,1800
61,210,900
61,212,300
61,213,300
61,214,600
61,216,600
61,217,600
61,218,900
61,219,300
61,220,3600
61,221,300
61,222,1500.000001
61,223,300
61,224,900
61,225,1200
61,226,1800
61,227,600
61,228,2100
61,229,1200
61,230,300
61,231,2100
61,232,600
61,235,300
61,237,300
61,238,300
61,240,300
61,241,2100
61,242,11400
61,243,39900
61,244,300
62,2,300
62,14,300
62,20,300
62,53,300
62,56,300
62,60,300
62,61,1200
62,63,900
62,64,600
62,68,300
62,74,300
62,80,300
62,157,1200
62,158,1200
62,168,300
62,182,600
62,187,1200
62,188,3900
62,193,300
62,195,600
62,196,300
62,199,300
62,200,300
62,201,600
62,203,600
62,204,300
62,207,300
62,211,300
62,213,300
62,220,300
62,224,300
62,225,300
62,228,600
62,231,300
62,241,300
62,242,3300
62,243,8700
63,17,300
63,21,300
63,45,300
63,53,300
63,54,300
63,56,300
63,59,300
63,60,600
63,61,900
63,64,1200
63,157,900
63,158,2700
63,169,300
63,174,300
63,178,300
63,182,300
63,184,300
63,185,900
63,187,300
63,188,2700
63,193,900
63,194,600
63,195,900
63,196,300
63,197,600
63,198,600
63,199,300
63,200,300
63,201,300
63,207,300
63,208,300
63,214,300
63,220,600
63,221,300
63,225,300
63,226,300
63,228,600
63,229,300
63,231,300
63,233,300
63,235,300
63,241,300
63,242,3900
63,243,10500
64,9,300
64,10,300
64,16,300
64,17,300
64,22,300
64,41,300
64,53,900
64,54,300
64,57,300
64,58,300
64,59,300
64,60,1500.000001
64,61,3000
64,62,300
64,63,600
64,65,300
64,66,300
64,132,600
64,157,3300
64,158,6900
64,168,1200
64,182,2400
64,184,300
64,185,600
64,187,2100
64,188,4500.000001
64,193,1200
64,194,300
64,195,1200
64,196,1500.000001
64,197,900
64,198,900
64,199,300
64,200,600
64,201,900
64,203,300
64,205,300
64,206,300
64,207,600
64,210,600
64,211,300
64,213,300
64,216,300
64,218,300
64,219,300
64,220,900
64,222,900
64,224,300
64,225,600
64,226,600
64,227,300
64,228,900
64,229,300
64,230,300
64,231,1200
64,233,300
64,234,300
64,238,300
64,239,300
64,241,600
64,242,7500.000001
64,243,23700
64,244,300
65,1,600
65,2,600
65,3,300
65,5,300
65,8,300
65,9,300
65,18,300
65,19,300
65,22,600
65,23,300
65,29,600
65,30,600
65,31,300
65,33,600
65,34,600
65,38,300
65,40,600
65,41,300
65,43,900
65,44,300
65,45,3600
65,46,600
65,48,600
65,49,300
65,52,600
65,57,300
65,66,2400
65,67,1800
65,68,1800
65,69,1800
65,70,2100
65,71,1200
65,72,2700
65,74,1200
65,75,300
65,76,300
65,80,300
65,83,300
65,86,300
65,87,300
65,90,300
65,93,300
65,129,9300
65,157,300
65,158,1500.000001
65,159,2700
65,162,300
65,167,1200
65,168,1800
65,169,3900
65,172,300
65,174,1500.000001
65,175,21300
65,176,13200
65,177,600
65,178,600
65,179,3000
65,180,10500
65,181,300
65,183,300
65,184,600
65,188,300
65,190,3300
65,191,6000
65,192,2700
65,193,5400
65,194,2400
65,195,5700
65,196,5100
65,197,3900
65,198,1800
65,199,2100
65,200,900
65,201,4500.000001
65,202,300
65,203,6300
65,204,2400
65,206,3300
65,207,7200
65,208,600
65,210,1800
65,212,600
65,214,300
65,216,900
65,217,300
65,218,900
65,220,27000
65,221,300
65,222,300
65,224,42000
65,225,300
65,226,300
65,228,300
65,229,600
65,231,1200
65,232,900
65,233,900
65,235,1200
65,237,600
65,238,600
65,239,600
65,240,1200
65,241,300
65,242,600
65,244,58200
65,245,900
66,1,1200
66,2,900
66,3,900
66,5,300
66,8,600
66,9,300
66,10,300
66,19,600
66,26,300
66,27,300
66,29,300
66,34,600
66,35,300
66,38,600
66,40,600
66,41,300
66,45,300
66,48,300
66,49,600
66,50,600
66,51,300
66,52,300
66,54,300
66,65,1200
66,67,62400
66,68,300
66,69,600
66,70,900
66,71,300
66,72,1500.000001
66,74,600
66,76,300
66,83,300
66,87,600
66,92,300
66,93,300
66,156,600
66,157,300
66,158,1800
66,159,2400
66,162,900
66,163,300
66,164,300
66,165,300
66,167,1800
66,168,600
66,169,4200
66,173,1800
66,174,600
66,175,17700
66,176,5100
66,177,900
66,178,5700
66,179,16500
66,180,9300
66,181,2100
66,184,1200
66,185,20700
66,190,600
66,191,8100
66,193,15900
66,194,8100
66,195,15600
66,196,18900
66,197,10500
66,198,6000
66,199,4200
66,200,1800
66,201,13500
66,202,600
66,203,14700
66,204,4800
66,205,1200
66,206,3900
66,207,10800
66,208,600
66,210,4500.000001
66,211,2100
66,212,1500.000001
66,213,600
66,214,1200
66,215,300
66,216,600
66,217,2400
66,218,1800
66,219,300
66,220,40800
66,221,300
66,222,300
66,223,300
66,224,12000
66,225,300
66,226,300
66,229,600
66,230,300
66,231,3600
66,232,1200
66,233,300
66,235,900
66,237,600
66,238,4500.000001
66,239,6000
66,240,2100
66,244,13800
66,245,300
67,1,1500.000001
67,2,900
67,3,600
67,4,300
67,5,300
67,7,300
67,9,300
67,10,600
67,25,600
67,28,300
67,29,300
67,34,600
67,35,300
67,38,600
67,41,600
67,45,900
67,49,1200
67,50,900
67,51,300
67,52,300
67,53,300
67,58,300
67,61,300
67,65,900
67,66,100800
67,68,300
67,69,600
67,70,900
67,72,1200
67,74,900
67,80,300
67,86,300
67,157,300
67,158,1800
67,159,1200
67,162,600
67,167,3300
67,168,900
67,169,7200
67,173,900
67,174,2400
67,175,15300
67,176,2700
67,177,600
67,178,4500.000001
67,179,4200
67,180,13500
67,181,2400
67,183,600
67,184,1800
67,185,31800
67,190,300
67,191,6000
67,193,24900
67,194,10800
67,195,19200
67,196,22800
67,197,10200
67,198,7200
67,199,5100
67,200,2100
67,201,19200
67,202,1200
67,203,18300
67,204,5100
67,206,6900
67,207,12600
67,208,600
67,210,5700
67,211,1200
67,212,300
67,213,300
67,214,1200
67,215,600
67,216,1200
67,217,2100
67,218,2100
67,219,300
67,220,47400
67,221,600
67,222,1200
67,224,13800
67,225,300
67,229,1200
67,230,300
67,231,3900
67,232,1500.000001
67,233,600
67,234,600
67,235,600
67,237,1200
67,238,5700
67,239,5100
67,240,3600
67,242,300
67,244,10500
67,245,300
68,1,300
68,3,300
68,10,300
68,22,300
68,29,300
68,33,300
68,34,300
68,40,300
68,41,300
68,44,300
68,45,900
68,48,3300
68,54,300
68,65,3000
68,66,900
68,67,300
68,69,6000
68,70,4800
68,71,2100
68,72,9300
68,73,300
68,74,3900
68,75,900
68,76,900
68,78,300
68,80,600
68,83,600
68,84,300
68,85,600
68,86,1800
68,87,2100
68,90,300
68,93,600
68,156,600
68,158,1200
68,159,1800
68,167,300
68,169,300
68,173,900
68,175,4200
68,176,35400
68,178,300
68,180,3600
68,181,300
68,184,600
68,189,600
68,190,22800
68,191,24000
68,193,300
68,194,300
68,195,600
68,196,300
68,197,300
68,198,600
68,199,300
68,201,900
68,203,300
68,204,300
68,206,600
68,207,600
68,210,300
68,220,3900
68,224,3900
68,229,300
68,231,900
68,235,300
68,237,900
68,239,300
68,244,41400
68,245,1500.000001
69,2,300
69,3,300
69,4,300
69,15,300
69,26,300
69,29,300
69,30,300
69,31,300
69,33,600
69,34,300
69,38,600
69,40,600
69,41,900
69,43,600
69,45,1800
69,48,4800
69,51,300
69,52,300
69,65,5400
69,66,1800
69,67,600
69,68,6600
69,70,6900
69,71,2400
69,72,11700
69,74,4800
69,75,1500.000001
69,76,1500.000001
69,77,300
69,78,600
69,79,300
69,80,1200
69,83,900
69,85,600
69,86,1500.000001
69,87,1800
69,89,300
69,90,600
69,93,600
69,133,3600
69,156,600
69,158,300
69,159,2100
69,165,900
69,166,300
69,168,1500.000001
69,169,1500.000001
69,175,22200
69,176,36900
69,178,600
69,179,300
69,180,6600
69,181,300
69,183,300
69,184,300
69,188,300
69,189,600
69,190,19200
69,191,31500.00001
69,192,1800
69,193,2400
69,194,1200
69,195,2100
69,196,2400
69,197,900
69,198,1200
69,199,300
69,200,300
69,201,1200
69,203,2100
69,204,2100
69,206,1200
69,207,3300
69,208,300
69,209,300
69,210,600
69,211,300
69,213,300
69,214,300
69,220,10500
69,224,7200
69,229,300
69,230,300
69,231,1500.000001
69,233,300
69,235,300
69,237,2100
69,238,300
69,239,900
69,240,900
69,244,79200
69,245,2700
70,1,600
70,2,600
70,3,300
70,4,300
70,5,300
70,9,300
70,10,300
70,15,300
70,16,300
70,19,300
70,22,300
70,23,300
70,26,900
70,27,600
70,29,300
70,31,300
70,32,600
70,33,300
70,34,3000
70,35,300
70,36,300
70,37,300
70,38,300
70,39,600
70,40,3300
70,41,900
70,42,300
70,43,300
70,45,300
70,47,300
70,48,4800
70,49,300
70,50,300
70,52,900
70,56,300
70,65,1200
70,66,1200
70,67,300
70,68,900
70,69,1500.000001
70,71,45600.00001
70,72,133500
70,73,4800
70,74,43800
70,75,16800
70,76,19200
70,77,900
70,78,3900
70,79,900
70,80,15300
70,81,300
70,82,600
70,83,6600
70,84,900
70,85,5700
70,86,9300
70,87,7500.000001
70,88,600
70,89,1200
70,90,4200
70,91,900
70,92,1800
70,93,6900
70,107,1500.000001
70,156,9600
70,158,2100
70,159,7500.000001
70,165,5400
70,166,7500.000001
70,167,300
70,168,1500.000001
70,169,900
70,170,300
70,172,300
70,174,600
70,175,10200
70,176,9900
70,180,6000
70,181,300
70,183,600
70,188,300
70,189,6900
70,191,9300
70,192,55500
70,193,3000
70,194,1800
70,195,3600
70,196,3900
70,197,2700
70,198,3000
70,199,1200
70,200,600
70,201,3900
70,203,2400
70,204,1200
70,205,900
70,206,3900
70,207,4200
70,208,600
70,209,1200
70,210,1500.000001
70,211,600
70,212,600
70,213,900
70,214,600
70,215,300
70,216,300
70,217,600
70,218,900
70,219,300
70,220,9000
70,222,600
70,224,2400
70,225,600
70,227,300
70,229,300
70,230,900
70,231,2100
70,232,900
70,233,1500.000001
70,234,300
70,235,900
70,237,1800
70,238,1200
70,239,600
70,240,600
70,243,300
70,244,10200
70,245,37800
71,1,300
71,2,600
71,3,300
71,26,900
71,29,300
71,30,300
71,34,2400
71,38,300
71,39,600
71,40,2100
71,41,600
71,42,300
71,46,300
71,47,300
71,48,3000
71,52,600
71,65,600
71,66,300
71,67,300
71,68,300
71,69,1500.000001
71,70,62100
71,72,106800
71,73,7500.000001
71,74,41400
71,75,18000
71,76,25800
71,77,1200
71,78,3600
71,79,300
71,80,9900
71,82,600
71,83,5400
71,84,1200
71,85,3600
71,86,7200
71,87,5700
71,88,300
71,89,900
71,90,3300
71,91,600
71,92,1200
71,93,5100
71,107,600
71,158,600
71,165,16200
71,166,14100
71,169,600
71,170,600
71,174,600
71,175,7200
71,176,4800
71,180,3000
71,181,300
71,184,300
71,189,10500
71,191,2100
71,192,49800
71,193,900
71,194,1200
71,195,1800
71,196,3300
71,197,1500.000001
71,198,1200
71,199,900
71,200,300
71,201,2700
71,203,1500.000001
71,204,1200
71,205,300
71,206,2100
71,207,3300
71,208,900
71,210,1500.000001
71,211,900
71,214,300
71,215,300
71,217,600
71,220,6900
71,222,300
71,224,1800
71,225,600
71,229,300
71,230,600
71,231,1800
71,232,300
71,233,1200
71,234,300
71,235,300
71,237,600
71,238,1200
71,239,300
71,240,600
71,244,6600
71,245,49800
72,1,300
72,3,900
72,4,300
72,5,300
72,8,300
72,18,300
72,19,300
72,20,300
72,22,300
72,26,900
72,28,300
72,29,300
72,31,300
72,32,300
72,33,300
72,34,2400
72,38,300
72,39,600
72,40,2400
72,41,600
72,45,300
72,47,300
72,48,4200
72,52,1800
72,65,1200
72,66,900
72,67,600
72,68,600
72,69,1500.000001
72,70,60000
72,71,33300
72,73,3300
72,74,32700
72,75,13800
72,76,14700
72,77,900
72,78,4800
72,79,600
72,80,14700
72,81,300
72,82,600
72,83,7800
72,84,1200
72,85,4200
72,86,9900
72,87,8100
72,88,600
72,89,1500.000001
72,90,3300
72,91,1200
72,92,2100
72,93,6600
72,107,1500.000001
72,156,7800
72,158,1800
72,159,12300
72,164,300
72,165,4200
72,166,1800
72,167,300
72,168,1200
72,169,900
72,170,600
72,174,300
72,175,13200
72,176,6300
72,179,600
72,180,5100
72,189,5700
72,190,12900
72,191,11100
72,192,24300
72,193,2100
72,194,1500.000001
72,195,4500.000001
72,196,3300
72,197,3900
72,198,1500.000001
72,199,600
72,201,3300
72,203,1200
72,204,1500.000001
72,205,600
72,206,3000
72,207,3600
72,208,300
72,210,1200
72,211,600
72,212,300
72,213,300
72,214,300
72,216,600
72,217,600
72,218,900
72,220,8100
72,221,300
72,224,2100
72,230,300
72,231,2400
72,232,600
72,233,1200
72,234,600
72,235,300
72,237,2100
72,238,300
72,239,300
72,240,900
72,241,300
72,242,300
72,244,8700
72,245,30300.00001
73,1,300
73,26,300
73,29,300
73,34,900
73,37,300
73,39,300
73,40,900
73,47,300
73,48,1500.000001
73,52,300
73,66,300
73,68,300
73,69,600
73,70,24600
73,71,28800
73,72,48000
73,74,21600
73,75,9300
73,76,14700
73,77,300
73,78,1200
73,79,300
73,80,4800
73,82,300
73,83,3000
73,85,2400
73,88,300
73,89,600
73,90,1200
73,91,600
73,92,300
73,93,1800
73,165,8700
73,166,5700
73,168,600
73,175,3900
73,176,2400
73,180,1200
73,189,4200
73,192,25500
73,193,900
73,194,300
73,195,900
73,196,600
73,197,900
73,198,300
73,199,600
73,201,900
73,202,300
73,203,300
73,204,300
73,206,900
73,207,1200
73,209,300
73,210,600
73,213,300
73,220,2100
73,224,600
73,225,300
73,226,300
73,231,900
73,232,300
73,233,600
73,237,300
73,240,600
73,244,3000
73,245,22200
74,1,600
74,2,300
74,3,600
74,4,300
74,17,300
74,18,300
74,19,300
74,25,900
74,26,600
74,27,600
74,30,300
74,33,600
74,34,3900
74,35,300
74,38,600
74,39,900
74,40,4500.000001
74,41,1200
74,42,300
74,43,300
74,44,600
74,45,600
74,47,300
74,48,9600
74,49,300
74,50,300
74,52,600
74,53,300
74,65,1800
74,66,1200
74,67,600
74,68,2100
74,69,2700
74,70,76200.00001
74,71,54600
74,72,140700
74,73,6600
74,75,46200.00001
74,76,33900
74,77,2700
74,78,3600
74,79,600
74,80,15600
74,81,300
74,82,600
74,83,10500
74,84,900
74,85,13500
74,86,20700
74,87,16800
74,88,300
74,89,1800
74,90,6600
74,91,900
74,92,2100
74,93,10800
74,107,3000
74,156,17700
74,158,1800
74,159,12900
74,164,300
74,165,7800
74,166,900
74,167,300
74,168,1800
74,169,2100
74,170,600
74,174,2400
74,175,14700
74,176,11700
74,179,600
74,180,4500.000001
74,184,1200
74,188,300
74,189,7800
74,190,12900
74,191,7800
74,192,88200
74,193,3000
74,194,1800
74,195,6000
74,196,5700
74,197,2400
74,198,1500.000001
74,199,1200
74,200,300
74,201,3600
74,202,300
74,203,2700
74,204,2700
74,205,900
74,206,4800
74,207,5400
74,209,900
74,210,1500.000001
74,211,1500.000001
