NODEID,LONG,LAT
1070,-118.262543,33.839123
1071,-118.262051,33.842632
1072,-118.259171,33.835663
1073,-118.263969,33.84737
1074,-118.290348,33.858556
1075,-118.290393,33.859388
1076,-118.289009,33.859074
1077,-118.283699,33.856716
1078,-118.284241,33.861271
1079,-118.279411,33.853012
1080,-118.277888,33.855296
1081,-118.280739,33.862743
1082,-118.284187,33.866102
1083,-118.27774,33.872547
1084,-118.287614,33.872665
1085,-118.284248,33.872684
1086,-118.291069,33.885086
1087,-118.284187,33.869866
1088,-118.281036,33.872585
1089,-118.284156,33.875519
1090,-118.284394,33.882035
1091,-118.281876,33.885265
1092,-118.277542,33.885403
1093,-118.265083,33.873047
1094,-118.264442,33.885834
1095,-118.255074,33.831524
1096,-118.251472,33.827872
1097,-118.250496,33.831601
1098,-118.231551,33.824271
1099,-118.247604,33.83165
1100,-118.258475,33.834931
1101,-118.247673,33.846767
1102,-118.231383,33.825732
1103,-118.22744,33.824306
1104,-118.226929,33.825592
1105,-118.220177,33.846802
1106,-118.247719,33.873108
1107,-118.249153,33.888367
1108,-118.216309,33.873192
1109,-118.286903,33.885166
1110,-118.284653,33.885174
1111,-118.284697,33.888582
1112,-118.284712,33.889486
1113,-118.287526,33.892391
1114,-118.28479,33.892551
1115,-118.28521,33.895695
1116,-118.285667,33.89798
1117,-118.282181,33.892529
1118,-118.277786,33.892708
1119,-118.281876,33.90176
1120,-118.277534,33.901756
1121,-118.289566,33.901725
1122,-118.285645,33.901756
1123,-118.285753,33.905599
1124,-118.285663,33.912772
1125,-118.284988,33.916298
1126,-118.281914,33.916354
1127,-118.278268,33.916354
1128,-118.250923,33.895676
1129,-118.252617,33.902618
1130,-118.287446,33.91627
1131,-118.286638,33.928521
1132,-118.281754,33.93087
1133,-118.282902,33.919203
1134,-118.282167,33.920346
1135,-118.282166,33.919998
1136,-118.280218,33.925457
1137,-118.277949,33.927813
1138,-118.281748,33.927934
1139,-118.281694,33.928394
1140,-118.279969,33.928362
1141,-118.279403,33.930904
1142,-118.277428,33.9282
1143,-118.279655,33.930901
1144,-118.277858,33.930876
1145,-118.281776,33.945393
1146,-118.279123,33.936422
1147,-118.279114,33.942113
1148,-118.278134,33.945455
1149,-118.278854,33.94548
1150,-118.278883,33.9488
1151,-118.265141,33.916392
1152,-118.273433,33.927696
1153,-118.26505,33.930876
1154,-118.26433,33.927347
1155,-118.265141,33.926527
1156,-118.25592,33.927447
1157,-118.265048,33.945493
1158,-118.25354,33.916222
1159,-118.219772,33.896049
1160,-118.218651,33.88863
1161,-118.220871,33.903358
1162,-118.253441,33.926534
1163,-118.253456,33.929325
1164,-118.253368,33.927973
1165,-118.250735,33.928584
1166,-118.23902,33.929552
1167,-118.25322,33.94561
1168,-118.238929,33.945701
1169,-118.222824,33.916348
1170,-118.22467,33.928638
1171,-118.224897,33.930007
1172,-118.229134,33.946091
1173,-118.226662,33.938515
1174,-118.228279,33.946541
1175,-118.326271,33.95986
1176,-118.33007,33.974346
1177,-118.330048,33.988914
1178,-118.334673,34.008272
1179,-118.33007,34.001862
1180,-118.334714,34.010905
1181,-118.322151,34.010799
1182,-118.308776,33.959875
1183,-118.308837,33.97442
1184,-118.291605,33.959931
1185,-118.291404,33.974504
1186,-118.308703,33.988937
1187,-118.308837,34.010796
1188,-118.291125,33.988882
1189,-118.291291,34.01081
1190,-118.352062,34.021504
1191,-118.334796,34.021572
1192,-118.334836,34.025622
1193,-118.351545,34.03408
1194,-118.347473,34.040429
1195,-118.350062,34.034144
1196,-118.34532,34.045822
1197,-118.346947,34.034298
1198,-118.335149,34.032543
1199,-118.336332,34.03486
1200,-118.333654,34.035081
1201,-118.330992,34.039824
1202,-118.329265,34.035219
1203,-118.336972,34.047091
1204,-118.328376,34.044647
1205,-118.344664,34.047877
1206,-118.344117,34.050203
1207,-118.34594,34.057213
1208,-118.338638,34.048428
1209,-118.343908,34.062241
1210,-118.343959,34.076128
1211,-118.321991,34.054661
1212,-118.326616,34.047891
1213,-118.318222,34.061691
1214,-118.327007,34.076201
1215,-118.308745,34.018402
1216,-118.308813,34.025656
1217,-118.308879,34.032641
1218,-118.311387,34.037054
1219,-118.30893,34.039868
1220,-118.308982,34.043586
1221,-118.30893,34.037133
1222,-118.309033,34.047174
1223,-118.291226,34.018235
1224,-118.291293,34.025522
1225,-118.30479,34.037091
1226,-118.291293,34.032808
1227,-118.293562,34.036958
1228,-118.291498,34.036962
1229,-118.291601,34.040039
1230,-118.291571,34.044236
1231,-118.309136,34.052686
1232,-118.309034,34.061724
1233,-118.309086,34.076294
1234,-118.291549,34.047196
1235,-118.291652,34.05258
1236,-118.291601,34.061809
1237,-118.291601,34.076294
1238,-118.281853,33.960041
1239,-118.280006,33.957033
1240,-118.278134,33.960053
1241,-118.280006,33.96003
1242,-118.280017,33.963211
1243,-118.28196,33.974571
1244,-118.280042,33.97105
1245,-118.278226,33.974556
1246,-118.280083,33.974571
1247,-118.280002,33.978342
1248,-118.265048,33.960053
1249,-118.255577,33.960068
1250,-118.265137,33.974745
1251,-118.255646,33.974701
1252,-118.281929,33.988934
1253,-118.279703,33.986076
1254,-118.278228,33.988946
1255,-118.279716,33.988926
1256,-118.279677,33.99207
1257,-118.282566,34.010921
1258,-118.280098,34.008285
1259,-118.278273,34.009973
1260,-118.280106,34.011024
1261,-118.278331,34.011077
1262,-118.280015,34.013513
1263,-118.277543,34.011069
1264,-118.265089,33.989059
1265,-118.255615,33.989132
1266,-118.265246,34.011153
1267,-118.256457,34.011018
1268,-118.238655,33.960186
1269,-118.234253,33.974773
1270,-118.230553,33.957802
1271,-118.228081,33.957115
1272,-118.226257,33.946655
1273,-118.225021,33.960278
1274,-118.229401,33.974819
1275,-118.232315,33.974796
1276,-118.233963,33.981667
1277,-118.242851,33.989223
1278,-118.256348,34.009208
1279,-118.256461,34.011597
1280,-118.242531,34.008102
1281,-118.237373,33.98909
1282,-118.235733,33.989117
1283,-118.235039,33.986221
1284,-118.241806,33.989132
1285,-118.236908,33.998913
1286,-118.229347,33.989113
1287,-118.24157,34.008106
1288,-118.238754,34.008038
1289,-118.23777,34.008038
1290,-118.242477,34.013187
1291,-118.241463,34.013142
1292,-118.238785,34.013012
1293,-118.238754,34.008938
1294,-118.237801,34.008884
1295,-118.237747,34.012962
1296,-118.229279,34.008041
1297,-118.229279,34.008842
1298,-118.226334,34.008797
1299,-118.282566,34.018096
1300,-118.283707,34.023769
1301,-118.278908,34.018268
1302,-118.279747,34.022156
1303,-118.279845,34.015222
1304,-118.277421,34.020638
1305,-118.277138,34.021114
1306,-118.276843,34.020974
1307,-118.275869,34.020509
1308,-118.283841,34.032057
1309,-118.275451,34.028386
1310,-118.287938,34.036973
1311,-118.286227,34.036988
1312,-118.283841,34.037118
1313,-118.284019,34.039996
1314,-118.284054,34.043722
1315,-118.279982,34.037845
1316,-118.277101,34.036697
1317,-118.284068,34.045165
1318,-118.274038,34.038208
1319,-118.269954,34.037468
1320,-118.272466,34.018913
1321,-118.273501,34.01946
1322,-118.265273,34.015324
1323,-118.274557,34.025287
1324,-118.27224,34.026435
1325,-118.273539,34.027461
1326,-118.273572,34.031612
1327,-118.269699,34.025357
1328,-118.268594,34.024894
1329,-118.261301,34.021616
1330,-118.265683,34.03155
1331,-118.264558,34.031047
1332,-118.257437,34.027734
1333,-118.273454,34.034006
1334,-118.272033,34.034431
1335,-118.273437,34.035461
1336,-118.270392,34.036788
1337,-118.268277,34.032709
1338,-118.267037,34.034522
1339,-118.273163,34.041984
1340,-118.268022,34.040715
1341,-118.282627,34.047324
1342,-118.268424,34.046646
1343,-118.263318,34.032467
1344,-118.266308,34.03573
1345,-118.264303,34.038933
1346,-118.261262,34.036992
1347,-118.260411,34.036346
1348,-118.263829,34.045066
1349,-118.260693,34.043133
1350,-118.284071,34.047281
1351,-118.284019,34.05258
1352,-118.284174,34.061766
1353,-118.27979,34.051575
1354,-118.275716,34.057942
1355,-118.291652,34.079712
1356,-118.287822,34.076288
1357,-118.28443,34.076318
1358,-118.280823,34.07716
1359,-118.270315,34.06674
1360,-118.267981,34.07029
1361,-118.261148,34.051258
1362,-118.259154,34.050036
1363,-118.26685,34.072012
1364,-118.25952,34.061982
1365,-118.26076,34.068206
1366,-118.261015,34.069626
1367,-118.263312,34.077602
1368,-118.260468,34.078025
1369,-118.254812,34.018836
1370,-118.256052,34.029638
1371,-118.250509,34.024471
1372,-118.249234,34.025876
1373,-118.245956,34.029397
1374,-118.242378,34.020679
1375,-118.240958,34.023912
1376,-118.254083,34.032795
1377,-118.250312,34.037297
1378,-118.257391,34.040969
1379,-118.256682,34.040504
1380,-118.249442,34.049536
1381,-118.247082,34.048038
1382,-118.244129,34.032115
1383,-118.242962,34.045893
1384,-118.241409,34.020496
1385,-118.239502,34.020113
1386,-118.238724,34.01511
1387,-118.240979,34.023572
1388,-118.239233,34.024674
1389,-118.240057,34.028476
1390,-118.238931,34.027511
1391,-118.238264,34.026859
1392,-118.234805,34.026466
1393,-118.229462,34.018944
1394,-118.231951,34.025995
1395,-118.231918,34.027664
1396,-118.228128,34.02556
1397,-118.228193,34.028693
1398,-118.226045,34.029166
1399,-118.238194,34.043349
1400,-118.239681,34.043808
1401,-118.232589,34.04207
1402,-118.232555,34.048257
1403,-118.252606,34.051545
1404,-118.257159,34.054922
1405,-118.255945,34.053629
1406,-118.25332,34.058749
1407,-118.251652,34.057725
1408,-118.250111,34.061589
1409,-118.24866,34.055749
1410,-118.245573,34.053695
1411,-118.246061,34.047222
1412,-118.243398,34.052248
1413,-118.246453,34.058172
1414,-118.248226,34.059881
1415,-118.248687,34.062555
1416,-118.246938,34.060787
1417,-118.243495,34.055705
1418,-118.245005,34.059035
1419,-118.245588,34.062751
1420,-118.243473,34.060636
1421,-118.247264,34.064006
1422,-118.244514,34.064751
1423,-118.241014,34.050441
1424,-118.239033,34.049258
1425,-118.242342,34.051482
1426,-118.241585,34.054112
1427,-118.239604,34.052526
1428,-118.238093,34.049119
1429,-118.238027,34.051108
1430,-118.237624,34.054056
1431,-118.240375,34.055585
1432,-118.240089,34.058919
1433,-118.238495,34.058243
1434,-118.239342,34.05854
1435,-118.236919,34.058116
1436,-118.230896,34.053478
1437,-118.230003,34.053398
1438,-118.225609,34.05278
1439,-118.23098,34.056507
1440,-118.231285,34.055367
1441,-118.224869,34.054264
1442,-118.227912,34.078061
1443,-118.225608,34.067923
1444,-118.222413,34.071659
1445,-118.189697,33.748196
1446,-118.194687,33.75296
1447,-118.221587,33.763988
1448,-118.219398,33.782734
1449,-118.214577,33.782665
1450,-118.209328,33.782648
1451,-118.208672,33.76693
1452,-118.208588,33.766312
1453,-118.206779,33.76709
1454,-118.203407,33.767208
1455,-118.204638,33.767177
1456,-118.202911,33.767231
1457,-118.204254,33.761637
1458,-118.188431,33.766819
1459,-118.206421,33.770481
1460,-118.202393,33.774467
1461,-118.206421,33.77692
1462,-118.202637,33.775867
1463,-118.20665,33.778198
1464,-118.206841,33.780571
1465,-118.20681,33.782642
1466,-118.206833,33.784888
1467,-118.203438,33.776321
1468,-118.203346,33.790134
1469,-118.198608,33.775387
1470,-118.219887,33.804307
1471,-118.20991,33.789768
1472,-118.209999,33.804398
1473,-118.206994,33.787466
1474,-118.207115,33.78986
1475,-118.206876,33.792151
1476,-118.204426,33.790069
1477,-118.206395,33.80163
1478,-118.2034,33.804417
1479,-118.188461,33.789818
1480,-118.206734,33.804382
1481,-118.206405,33.807251
1482,-118.203152,33.818477
1483,-118.206185,33.818206
1484,-118.188377,33.804455
1485,-118.182152,33.766224
1486,-118.188431,33.77536
1487,-118.179268,33.77536
1488,-118.16803,33.764481
1489,-118.167215,33.775345
1490,-118.174828,33.789814
1491,-118.167145,33.789819
1492,-118.188492,33.81558
1493,-118.167215,33.804394
1494,-118.185978,33.816028
1495,-118.171228,33.814176
1496,-118.167075,33.813629
1497,-118.163093,33.812469
1498,-118.110565,33.745598
1499,-118.105034,33.749378
1500,-118.105034,33.750805
1501,-118.094742,33.740749
1502,-118.097626,33.737492
1503,-118.087479,33.750801
1504,-118.151002,33.760975
1505,-118.146858,33.760353
1506,-118.138849,33.762243
1507,-118.121994,33.775276
1508,-118.141167,33.789371
1509,-118.142342,33.789833
1510,-118.146615,33.804011
1511,-118.14656,33.806499
1512,-118.141876,33.790337
1513,-118.14192,33.800839
1514,-118.141899,33.803391
1515,-118.141739,33.80571
1516,-118.140377,33.808473
1517,-118.137138,33.803642
1518,-118.138275,33.812691
1519,-118.138321,33.818794
1520,-118.133019,33.802766
1521,-118.133028,33.803551
1522,-118.125,33.802673
1523,-118.125,33.810588
1524,-118.110214,33.757942
1525,-118.121002,33.774406
1526,-118.120966,33.775238
1527,-118.1064,33.753639
1528,-118.102898,33.759502
1529,-118.102158,33.774139
1530,-118.09137,33.759468
1531,-118.096603,33.774147
1532,-118.098339,33.787662
1533,-118.100782,33.792214
1534,-118.125,33.818833
1535,-118.098282,33.803028
1536,-118.098358,33.790295
1537,-118.098346,33.792904
1538,-118.096077,33.78862
1539,-118.095734,33.788344
1540,-118.098243,33.810429
1541,-118.098198,33.818906
1542,-117.987457,33.648426
1543,-118.016418,33.668312
1544,-118.005577,33.701111
1545,-117.973015,33.639984
1546,-117.963432,33.635284
1547,-117.98777,33.672134
1548,-117.970375,33.672161
1549,-117.970657,33.68671
1550,-118.061981,33.711452
1551,-118.040543,33.715324
1552,-118.040764,33.729755
1553,-118.040977,33.744301
1554,-118.076759,33.759373
1555,-118.089697,33.774291
1556,-118.090919,33.783924
1557,-118.085526,33.77462
1558,-118.081429,33.774193
1559,-118.079861,33.774185
1560,-118.076609,33.770446
1561,-118.074402,33.774078
1562,-118.069007,33.774139
1563,-118.071293,33.777676
1564,-118.092377,33.785824
1565,-118.087266,33.79086
1566,-118.082678,33.800003
1567,-118.083443,33.803284
1568,-118.080559,33.810318
1569,-118.080673,33.80294
1570,-118.080467,33.806423
1571,-118.080512,33.807245
1572,-118.080559,33.810322
1573,-118.08053,33.81346
1574,-118.080437,33.8176
1575,-118.071007,33.802914
1576,-118.077805,33.802975
1577,-118.077429,33.810312
1578,-118.076553,33.81031
1579,-118.070953,33.810272
1580,-118.070892,33.815399
1581,-118.070869,33.817577
1582,-118.041794,33.759304
1583,-118.049222,33.774147
1584,-118.041634,33.767747
1585,-118.026688,33.758838
1586,-118.040611,33.774345
1587,-118.038322,33.773075
1588,-118.036903,33.774334
1589,-118.0322,33.768152
1590,-118.034199,33.7767
1591,-118.029867,33.774142
1592,-118.027603,33.788345
1593,-118.053558,33.802872
1594,-118.045477,33.810236
1595,-118.027573,33.802822
1596,-118.045531,33.81684
1597,-118.027445,33.810038
1598,-118.005791,33.715588
1599,-118.005997,33.73011
1600,-118.009155,33.744513
1601,-117.991141,33.730158
1602,-118.006128,33.741592
1603,-118.006126,33.74445
1604,-118.00618,33.746403
1605,-118.009073,33.748962
1606,-118.00622,33.749204
1607,-118.003769,33.744621
1608,-118.000622,33.741924
1609,-118.000474,33.744618
1610,-117.988312,33.701183
1611,-117.988289,33.715611
1612,-117.970879,33.701187
1613,-117.97113,33.715755
1614,-117.971167,33.717288
1615,-117.969248,33.715774
1616,-117.966393,33.715893
1617,-117.968471,33.717891
1618,-117.968253,33.717685
1619,-117.96335,33.713484
1620,-117.988464,33.730183
1621,-117.991733,33.734876
1622,-117.988602,33.732723
1623,-117.988424,33.727947
1624,-117.985092,33.730263
1625,-117.988579,33.736216
1626,-117.982114,33.728299
1627,-117.981948,33.730242
1628,-117.988724,33.744705
1629,-117.973974,33.722377
1630,-117.971222,33.730324
1631,-117.971069,33.720093
1632,-117.971163,33.72289
1633,-117.971474,33.744846
1634,-118.021118,33.758907
1635,-118.025778,33.762765
1636,-118.016324,33.75497
1637,-118.016044,33.758996
1638,-118.006508,33.774178
1639,-118.006279,33.759132
1640,-117.989029,33.759289
1641,-118.010155,33.788155
1642,-117.991501,33.771122
1643,-118.027321,33.817024
1644,-118.010147,33.802773
1645,-118.010003,33.81014
1646,-117.992256,33.788425
1647,-118.009865,33.817158
1648,-117.992485,33.802929
1649,-117.992589,33.810263
1650,-117.992081,33.773792
1651,-117.98761,33.773838
1652,-117.971672,33.765888
1653,-117.971779,33.759502
1654,-117.974525,33.773911
1655,-117.974724,33.788528
1656,-117.992691,33.817429
1657,-117.974983,33.803028
1658,-117.975053,33.810405
1659,-117.957962,33.788738
1660,-117.975121,33.817574
1661,-117.95816,33.803101
1662,-117.958176,33.810529
1663,-118.220228,33.824294
1664,-118.225459,33.829677
1665,-118.220149,33.825441
1666,-118.209298,33.823225
1667,-118.211818,33.826049
1668,-118.219177,33.846687
1669,-118.207833,33.846631
1670,-118.206161,33.821526
1671,-118.203125,33.819977
1672,-118.206543,33.82642
1673,-118.202599,33.825615
1674,-118.208028,33.832877
1675,-118.202306,33.828518
1676,-118.196635,33.822665
1677,-118.192515,33.820541
1678,-118.20534,33.843616
1679,-118.204903,33.846622
1680,-118.204314,33.850406
1681,-118.201926,33.846615
1682,-118.197166,33.846668
1683,-118.192993,33.846691
1684,-118.21682,33.858818
1685,-118.213554,33.873173
1686,-118.215126,33.888634
1687,-118.200796,33.859252
1688,-118.197052,33.858204
1689,-118.198441,33.862808
1690,-118.199244,33.865683
1691,-118.197552,33.859785
1692,-118.196324,33.866083
1693,-118.201286,33.872368
1694,-118.206177,33.888702
1695,-118.19628,33.87343
1696,-118.193681,33.870837
1697,-118.188515,33.817577
1698,-118.188512,33.820686
1699,-118.188461,33.833935
1700,-118.18399,33.845318
1701,-118.167007,33.832475
1702,-118.159035,33.832439
1703,-118.166868,33.846966
1704,-118.158951,33.84708
1705,-118.184097,33.860115
1706,-118.187012,33.87674
1707,-118.191864,33.875401
1708,-118.189074,33.876461
1709,-118.191342,33.878075
1710,-118.189857,33.884651
1711,-118.185165,33.876781
1712,-118.186157,33.881916
1713,-118.167648,33.859938
1714,-118.159004,33.86018
1715,-118.167725,33.876007
1716,-118.159134,33.876003
1717,-118.218643,33.896034
1718,-118.217735,33.888634
1719,-118.214966,33.896053
1720,-118.207222,33.896103
1721,-118.219597,33.903374
1722,-118.221275,33.916359
1723,-118.215408,33.903431
1724,-118.207687,33.9035
1725,-118.217361,33.921799
1726,-118.192139,33.888725
1727,-118.192719,33.896263
1728,-118.208382,33.914928
1729,-118.193237,33.903664
1730,-118.223145,33.928496
1731,-118.223221,33.928783
1732,-118.223461,33.930119
1733,-118.219666,33.929176
1734,-118.220128,33.930456
1735,-118.219558,33.92893
1736,-118.217232,33.92551
1737,-118.216305,33.927655
1738,-118.216164,33.927883
1739,-118.215279,33.930435
1740,-118.212744,33.926409
1741,-118.209045,33.924812
1742,-118.210716,33.930527
1743,-118.224815,33.938148
1744,-118.222458,33.937946
1745,-118.224495,33.94651
1746,-118.223518,33.95269
1747,-118.214455,33.937099
1748,-118.212723,33.936916
1749,-118.219543,33.955647
1750,-118.208878,33.922087
1751,-118.209699,33.927591
1752,-118.205461,33.923258
1753,-118.202202,33.931515
1754,-118.188782,33.916138
1755,-118.18676,33.921253
1756,-118.189543,33.884524
1757,-118.191081,33.888827
1758,-118.189416,33.885829
1759,-118.188034,33.889046
1760,-118.184912,33.88912
1761,-118.187416,33.892352
1762,-118.185861,33.900788
1763,-118.188166,33.903685
1764,-118.184761,33.903702
1765,-118.188935,33.915821
1766,-118.181202,33.903686
1767,-118.182749,33.905607
1768,-118.181099,33.90696
1769,-118.178726,33.911789
1770,-118.184927,33.91448
1771,-118.177706,33.917226
1772,-118.167862,33.889206
1773,-118.15921,33.889252
1774,-118.168076,33.903706
1775,-118.173055,33.910736
1776,-118.17198,33.910744
1777,-118.168144,33.910774
1778,-118.168056,33.908289
1779,-118.159424,33.903751
1780,-118.164574,33.910778
1781,-118.168166,33.913046
1782,-118.168129,33.914749
1783,-118.163599,33.910824
1784,-118.162811,33.912152
1785,-118.159355,33.911438
1786,-118.160626,33.911122
1787,-118.1828,33.930828
1788,-118.177567,33.918316
1789,-118.180185,33.931023
1790,-118.177986,33.930874
1791,-118.177626,33.927891
1792,-118.182404,33.951897
1793,-118.174062,33.930562
1794,-118.167526,33.929955
1795,-118.177002,33.933626
1796,-118.169853,33.946885
1797,-118.164581,33.949219
1798,-118.14164,33.832321
1799,-118.141602,33.847164
1800,-118.125,33.832245
1801,-118.125008,33.847042
1802,-118.141678,33.860245
1803,-118.141808,33.877014
1804,-118.1248,33.86033
1805,-118.125,33.876205
1806,-118.097992,33.832073
1807,-118.095511,33.845939
1808,-118.106918,33.8766
1809,-118.095177,33.858303
1810,-118.09948,33.870369
1811,-118.101486,33.876236
1812,-118.103137,33.881599
1813,-118.095795,33.876305
1814,-118.141823,33.889385
1815,-118.159435,33.908817
1816,-118.159424,33.910789
1817,-118.158687,33.913712
1818,-118.155429,33.912537
1819,-118.142227,33.903881
1820,-118.14497,33.913563
1821,-118.124992,33.88942
1822,-118.141483,33.910871
1823,-118.139603,33.913555
1824,-118.134767,33.913551
1825,-118.125008,33.902065
1826,-118.125,33.913544
1827,-118.151344,33.924133
1828,-118.137428,33.942799
1829,-118.136917,33.917187
1830,-118.137568,33.916336
1831,-118.124876,33.917089
1832,-118.124861,33.933224
1833,-118.123283,33.935322
1834,-118.107064,33.887663
1835,-118.107905,33.901934
1836,-118.112365,33.913745
1837,-118.103577,33.887459
1838,-118.103364,33.883236
1839,-118.103901,33.8919
1840,-118.099954,33.887443
1841,-118.104198,33.898315
1842,-118.104362,33.901958
1843,-118.104375,33.905954
1844,-118.104088,33.913677
1845,-118.104303,33.907929
1846,-118.101153,33.901919
1847,-118.106506,33.916937
1848,-118.105478,33.925869
1849,-118.116562,33.94733
1850,-118.104065,33.916985
1851,-118.103394,33.92466
1852,-118.103966,33.919676
1853,-118.101531,33.916949
1854,-118.104049,33.921652
1855,-118.101106,33.923263
1856,-118.10254,33.927372
1857,-118.100231,33.932612
1858,-118.100721,33.93941
1859,-118.097649,33.937763
1860,-118.095955,33.940918
1861,-118.098412,33.944619
1862,-118.223892,33.956139
1863,-118.218932,33.97376
1864,-118.187309,33.970364
1865,-118.219162,33.989088
1866,-118.219392,34.000092
1867,-118.219622,34.008869
1868,-118.219776,34.017264
1869,-118.185028,33.987198
1870,-118.182274,33.993702
1871,-118.178619,33.999702
1872,-118.173261,33.950243
1873,-118.18589,33.963375
1874,-118.170786,33.968559
1875,-118.169937,33.949791
1876,-118.170065,33.952628
1877,-118.166823,33.94944
1878,-118.163147,33.95396
1879,-118.168158,33.96536
1880,-118.164192,33.967747
1881,-118.167244,33.968082
1882,-118.16713,33.970749
1883,-118.169235,33.986515
1884,-118.161491,33.985844
1885,-118.1788,33.996415
1886,-118.174881,34.005654
1887,-118.194572,34.012348
1888,-118.16995,33.986457
1889,-118.176224,33.997723
1890,-118.175267,33.992855
1891,-118.160553,33.992187
1892,-118.172186,33.997525
1893,-118.175743,33.998631
1894,-118.174881,33.998421
1895,-118.173661,34.000932
1896,-118.171411,34.000033
1897,-118.172933,34.002274
1898,-118.171959,34.004681
1899,-118.169373,34.003834
1900,-118.171499,34.007558
1901,-118.171523,34.012911
1902,-118.166794,34.002937
1903,-118.158844,34.000301
1904,-118.160038,34.007508
1905,-118.168022,34.014673
1906,-118.1595,34.010838
1907,-118.219571,34.024541
1908,-118.218655,34.02946
1909,-118.219232,34.028083
1910,-118.213409,34.029095
1911,-118.212112,34.028557
1912,-118.208819,34.028336
1913,-118.22107,34.034024
1914,-118.217672,34.031034
1915,-118.220993,34.042912
1916,-118.21704,34.043087
1917,-118.218092,34.043078
1918,-118.215705,34.034464
1919,-118.211838,34.040676
1920,-118.208927,34.02715
1921,-118.202438,34.02866
1922,-118.182092,34.018768
1923,-118.182131,34.019998
1924,-118.194477,34.033066
1925,-118.207633,34.047042
1926,-118.192483,34.040412
1927,-118.223565,34.052023
1928,-118.222636,34.053407
1929,-118.216786,34.05568
1930,-118.215477,34.058922
1931,-118.214085,34.055315
1932,-118.21466,34.059449
1933,-118.21315,34.060497
1934,-118.211114,34.058779
1935,-118.211877,34.061582
1936,-118.219305,34.072996
1937,-118.222969,34.081741
1938,-118.206322,34.065239
1939,-118.216011,34.073581
1940,-118.203664,34.053142
1941,-118.202646,34.054941
1942,-118.206902,34.054309
1943,-118.205009,34.056036
1944,-118.20095,34.057415
1945,-118.195707,34.055393
1946,-118.196912,34.064766
1947,-118.195702,34.073807
1948,-118.193248,34.078863
1949,-118.171906,34.023632
1950,-118.177223,34.018764
1951,-118.192426,34.033131
1952,-118.180061,34.033257
1953,-118.171489,34.040459
1954,-118.172234,34.018864
1955,-118.172028,34.016415
1956,-118.172123,34.0211
1957,-118.169225,34.01862
1958,-118.171654,34.023529
1959,-118.170839,34.029377
1960,-118.157547,34.01622
1961,-118.156303,34.020321
1962,-118.172019,34.033313
1963,-118.173718,34.034884
1964,-118.169434,34.033268
1965,-118.169067,34.035763
1966,-118.16893,34.040504
1967,-118.165998,34.033265
1968,-118.162655,34.036421
1969,-118.16641,34.040539
1970,-118.168854,34.044376
1971,-118.175492,34.059107
1972,-118.179358,34.065712
1973,-118.172608,34.060362
1974,-118.169915,34.061397
1975,-118.164289,34.057684
1976,-118.168726,34.061508
1977,-118.164284,34.061165
1978,-118.160843,34.062695
1979,-118.160248,34.07486
1980,-118.163705,34.063693
1981,-118.151108,33.965366
1982,-118.14106,33.98238
1983,-118.129616,33.953674
1984,-118.129906,33.977406
1985,-118.127956,33.976575
1986,-118.139931,33.986664
1987,-118.147324,33.99622
1988,-118.144516,33.995277
1989,-118.15799,34.005877
1990,-118.157715,34.008762
1991,-118.157608,34.009876
1992,-118.158368,34.013026
1993,-118.154979,34.006486
1994,-118.154494,34.007006
1995,-118.146995,33.9986
1996,-118.146291,33.998929
1997,-118.139331,33.985148
1998,-118.138611,33.986134
1999,-118.137154,33.987556
2000,-118.138623,33.989124
2001,-118.136635,33.987968
2002,-118.142289,33.992852
2003,-118.143173,33.995277
2004,-118.141214,33.993264
2005,-118.141127,33.996317
2006,-118.137867,33.989634
2007,-118.134192,33.984553
2008,-118.133634,33.984839
2009,-118.132901,33.984923
2010,-118.127182,33.978425
2011,-118.127838,33.980152
2012,-118.135282,33.989368
2013,-118.132088,34.000458
2014,-118.129936,34.011333
2015,-118.129021,34.014606
2016,-118.121006,33.963292
2017,-118.112252,33.955598
2018,-118.119545,33.964268
2019,-118.117421,33.962393
2020,-118.11327,33.95918
2021,-118.122821,33.972838
2022,-118.120791,33.966524
2023,-118.12455,33.975361
2024,-118.1265,33.978625
2025,-118.123039,33.975067
2026,-118.121243,33.973421
2027,-118.121135,33.97559
2028,-118.117568,33.965483
2029,-118.114967,33.967216
2030,-118.112236,33.973354
2031,-118.111137,33.957649
2032,-118.11021,33.959545
2033,-118.109253,33.956177
2034,-118.109322,33.961182
2035,-118.093555,33.950793
2036,-118.104263,33.971043
2037,-118.096565,33.983234
2038,-118.118851,33.995064
2039,-118.108292,34.006382
2040,-118.104568,33.987511
2041,-118.090714,33.999153
2042,-118.087776,34.003231
2043,-118.125778,34.013966
2044,-118.152641,34.032093
2045,-118.154732,34.033329
2046,-118.151764,34.033306
2047,-118.148796,34.035233
2048,-118.145378,34.03743
2049,-118.14695,34.033257
2050,-118.145325,34.033585
2051,-118.133064,34.022465
2052,-118.127701,34.021137
2053,-118.128677,34.032452
2054,-118.128929,34.033138
2055,-118.129036,34.033802
2056,-118.150841,34.076759
2057,-118.135864,34.071408
2058,-118.133357,34.069469
2059,-118.133492,34.077805
2060,-118.133392,34.071438
2061,-118.133476,34.073494
2062,-118.13094,34.071451
2063,-118.105209,34.017139
2064,-118.116081,34.033253
2065,-118.119041,34.033749
2066,-118.115242,34.03326
2067,-118.089607,34.053009
2068,-118.092079,34.035786
